4 
1000 1000 1000 1000  
1 392 650 266 367 
2 707 740 329 345 
3 320 488 635 285 
4 548 728 281 796 
5 302 415 289 792 
6 484 496 725 492 
7 722 553 698 396 
8 221 311 514 517 
9 296 683 768 684 
10 282 431 418 539 
11 211 340 273 523 
12 543 553 797 331 
13 574 431 319 616 
14 456 660 389 596 
15 225 674 686 634 
16 706 609 742 781 
17 369 246 326 201 
18 776 565 350 740 
19 527 730 434 470 
20 586 628 349 635 
21 610 463 528 450 
22 494 656 270 478 
23 772 683 611 309 
24 200 749 389 785 
25 488 242 724 268 
26 759 786 393 790 
27 301 291 261 710 
28 705 735 712 548 
29 649 226 751 784 
30 313 536 497 453 
31 358 202 597 356 
32 499 674 400 605 
33 641 525 436 578 
34 215 711 448 649 
35 721 301 543 230 
36 751 658 781 662 
37 459 269 257 497 
38 686 686 660 773 
39 773 401 418 521 
40 576 724 229 751 
41 547 795 251 211 
42 548 348 414 428 
43 271 768 364 758 
44 327 624 720 317 
45 696 659 749 304 
46 431 275 394 345 
47 337 752 374 725 
48 622 780 238 591 
49 209 506 511 482 
50 720 478 257 783 
51 252 534 788 346 
52 755 800 522 527 
53 437 528 598 401 
54 387 564 305 645 
55 375 477 723 224 
56 201 419 777 573 
57 610 457 755 493 
58 747 780 604 590 
59 468 669 715 493 
60 438 573 599 736 
61 207 301 551 460 
62 679 217 352 678 
63 709 401 666 788 
64 396 291 674 517 
65 465 271 533 776 
66 521 626 685 544 
67 596 340 276 465 
68 353 330 747 430 
69 303 780 651 799 
70 283 214 444 281 
71 789 785 376 420 
72 349 682 781 670 
73 269 550 445 320 
74 608 403 543 759 
75 302 642 284 738 
76 662 229 691 529 
77 660 651 564 296 
78 741 554 773 243 
79 605 549 581 678 
80 290 453 489 408 
81 358 507 278 430 
82 665 362 447 652 
83 694 497 705 695 
84 615 723 290 756 
85 526 361 627 611 
86 752 481 557 737 
87 742 248 743 566 
88 463 565 583 382 
89 363 595 490 798 
90 298 486 578 661 
91 268 795 725 422 
92 288 707 763 684 
93 359 499 743 647 
94 541 633 341 550 
95 424 477 380 610 
96 771 694 638 482 
97 519 325 426 272 
98 775 635 474 361 
99 353 240 216 614 
100 536 528 554 395 
101 756 737 363 282 
102 310 475 312 652 
103 562 712 287 491 
104 631 639 433 389 
105 408 239 537 367 
106 428 397 407 357 
107 637 794 398 360 
108 289 406 776 516 
109 404 692 625 716 
110 573 200 504 341 
111 240 544 479 305 
112 367 423 674 569 
113 356 725 315 464 
114 365 544 271 342 
115 498 750 315 501 
116 723 433 406 523 
117 731 657 243 214 
118 373 426 533 367 
119 558 388 744 583 
120 387 350 759 691 
121 523 764 223 557 
122 269 732 764 784 
123 591 274 381 743 
124 205 660 365 571 
125 701 262 558 370 
126 762 616 422 304 
127 253 666 455 361 
128 211 392 715 732 
129 643 662 210 315 
130 256 367 706 255 
131 737 607 794 424 
132 728 224 237 347 
133 780 224 299 269 
134 498 370 322 476 
135 509 720 668 287 
136 455 388 631 690 
137 740 764 502 555 
138 480 475 333 346 
139 724 777 618 358 
140 494 573 476 229 
141 325 258 533 586 
142 474 424 387 728 
143 800 585 298 544 
144 268 670 221 588 
145 750 235 593 210 
146 705 452 211 274 
147 214 521 284 606 
148 666 622 554 747 
149 411 698 353 624 
150 201 338 334 787 
151 330 222 601 774 
152 557 234 569 340 
153 256 243 261 796 
154 220 356 579 757 
155 449 629 296 419 
156 781 354 524 299 
157 793 498 402 699 
158 551 205 655 547 
159 749 457 631 798 
160 659 237 427 563 
161 752 493 590 611 
162 232 227 398 380 
163 413 393 700 574 
164 248 679 719 399 
165 381 682 220 442 
166 537 288 298 208 
167 274 545 541 528 
168 275 498 609 515 
169 436 444 492 228 
170 486 448 562 647 
171 414 415 563 384 
172 349 609 665 244 
173 243 336 326 231 
174 712 235 446 630 
175 351 730 690 799 
176 507 537 498 742 
177 602 285 293 766 
178 319 735 742 346 
179 633 258 626 616 
180 330 650 279 781 
181 230 226 656 751 
182 537 521 651 204 
183 643 564 515 632 
184 768 449 621 777 
185 353 372 482 691 
186 570 683 292 492 
187 454 466 691 582 
188 399 619 332 667 
189 702 399 377 203 
190 204 253 467 454 
191 326 276 554 351 
192 652 274 583 418 
193 664 229 658 465 
194 724 793 592 621 
195 667 704 703 326 
196 776 363 503 246 
197 683 599 481 471 
198 630 626 349 690 
199 256 734 449 778 
200 595 321 301 374 
201 695 414 634 545 
202 646 550 451 665 
203 264 628 361 399 
204 665 743 274 539 
205 775 625 717 388 
206 342 674 781 539 
207 342 799 452 530 
208 648 345 784 234 
209 601 274 235 257 
210 611 690 593 514 
211 797 607 507 633 
212 456 300 250 591 
213 252 755 291 661 
214 591 464 226 586 
215 505 526 530 562 
216 312 566 291 613 
217 416 544 348 732 
218 590 779 789 396 
219 449 492 763 592 
220 559 767 651 648 
221 742 317 722 413 
222 322 349 248 418 
223 639 486 799 621 
224 628 381 222 459 
225 423 414 729 341 
226 661 418 320 688 
227 362 591 460 612 
228 374 321 656 658 
229 520 523 217 409 
230 304 543 214 290 
231 503 347 301 552 
232 302 253 498 746 
233 791 762 336 559 
234 580 376 488 625 
235 462 390 445 356 
236 497 497 675 523 
237 582 337 659 534 
238 543 460 425 532 
239 507 718 502 514 
240 527 229 200 563 
241 506 435 408 404 
242 737 459 517 268 
243 732 771 335 455 
244 429 614 625 415 
245 458 619 538 765 
246 501 249 722 566 
247 777 385 512 392 
248 778 747 357 433 
249 732 420 485 290 
250 353 237 480 683 
251 775 241 524 645 
252 548 765 718 524 
253 647 331 430 486 
254 740 319 412 558 
255 310 627 283 275 
256 221 737 776 279 
257 716 440 611 310 
258 470 390 757 711 
259 319 791 243 249 
260 537 621 796 441 
261 708 485 769 575 
262 224 647 520 687 
263 576 431 251 519 
264 326 401 605 742 
265 618 365 377 473 
266 448 391 601 442 
267 315 222 258 546 
268 743 778 361 648 
269 532 411 436 477 
270 317 431 210 575 
271 407 680 344 482 
272 544 751 688 799 
273 472 296 214 317 
274 354 555 629 710 
275 676 579 475 620 
276 423 785 396 595 
277 438 484 274 314 
278 506 212 500 653 
279 671 694 601 429 
280 452 247 612 363 
281 584 401 680 550 
282 375 312 295 611 
283 216 437 462 669 
284 327 307 206 766 
285 498 268 288 588 
286 385 375 662 259 
287 516 722 621 292 
288 478 603 618 656 
289 333 422 658 571 
290 404 472 569 641 
291 455 796 203 571 
292 736 739 299 395 
293 386 442 698 607 
294 339 581 576 596 
295 595 454 342 471 
296 211 772 275 305 
297 763 708 440 547 
298 476 406 208 543 
299 657 668 687 740 
300 339 675 620 621 
301 221 645 685 465 
302 459 609 669 500 
303 624 438 279 790 
304 458 297 579 294 
305 578 752 201 386 
306 394 682 577 338 
307 333 574 251 631 
308 272 281 393 684 
309 574 265 250 614 
310 523 604 658 502 
311 773 662 630 280 
312 648 495 484 306 
313 523 712 541 478 
314 280 390 672 799 
315 778 767 625 348 
316 553 394 522 231 
317 282 296 710 539 
318 258 748 239 740 
319 700 209 351 709 
320 686 327 531 323 
321 480 320 790 388 
322 665 797 565 298 
323 549 684 759 780 
324 771 376 715 686 
325 570 575 423 593 
326 416 799 261 270 
327 437 660 795 748 
328 422 634 440 454 
329 604 681 421 274 
330 544 589 591 377 
331 622 239 284 372 
332 309 635 575 479 
333 567 454 396 442 
334 479 735 460 700 
335 692 575 552 506 
336 426 643 247 690 
337 272 516 275 781 
338 353 285 635 332 
339 473 702 790 494 
340 393 799 358 749 
341 238 705 523 684 
342 301 497 676 540 
343 236 515 612 688 
344 699 777 621 631 
345 576 671 312 257 
346 274 684 473 447 
347 500 532 558 713 
348 307 318 556 422 
349 737 371 662 436 
350 705 384 760 602 
351 428 468 671 511 
352 209 273 284 294 
353 207 202 588 314 
354 547 569 767 690 
355 210 477 267 744 
356 468 644 657 642 
357 215 404 674 323 
358 580 546 392 436 
359 646 215 586 299 
360 743 539 795 698 
361 521 366 751 733 
362 446 576 317 460 
363 556 304 595 598 
364 634 779 268 693 
365 225 550 561 392 
366 278 281 264 547 
367 348 381 422 623 
368 671 758 250 296 
369 427 242 276 561 
370 626 564 539 311 
371 305 620 513 564 
372 561 425 680 391 
373 788 727 741 436 
374 721 619 730 676 
375 584 333 541 279 
376 279 439 784 421 
377 580 441 782 773 
378 337 634 487 713 
379 204 294 599 760 
380 295 226 513 655 
381 787 510 560 297 
382 367 566 570 212 
383 521 753 516 269 
384 422 781 669 642 
385 273 503 310 540 
386 249 552 559 535 
387 390 375 630 393 
388 464 667 790 614 
389 424 767 510 604 
390 298 509 399 595 
391 550 616 787 371 
392 629 357 699 263 
393 579 432 513 610 
394 770 290 481 379 
395 534 363 422 578 
396 603 448 204 734 
397 268 220 788 315 
398 649 368 520 611 
399 212 591 395 654 
400 710 458 622 637 
401 583 653 577 420 
402 380 776 340 245 
403 512 605 703 499 
404 299 535 221 438 
405 682 686 327 372 
406 461 757 776 457 
407 766 391 233 723 
408 403 467 422 266 
409 267 732 507 405 
410 571 612 634 264 
411 356 448 754 332 
412 690 479 253 639 
413 795 449 435 471 
414 577 640 314 599 
415 412 449 498 226 
416 210 340 499 475 
417 559 304 694 577 
418 760 442 332 592 
419 688 361 252 247 
420 751 713 767 476 
421 660 595 753 713 
422 493 368 296 652 
423 377 246 519 341 
424 572 699 626 216 
425 420 276 661 395 
426 364 678 322 798 
427 568 589 757 638 
428 648 327 334 778 
429 622 771 689 272 
430 556 479 672 370 
431 692 678 241 448 
432 460 736 274 240 
433 581 597 358 279 
434 675 753 518 601 
435 795 709 245 737 
436 409 254 595 708 
437 511 282 674 439 
438 320 666 276 469 
439 711 498 672 681 
440 761 211 259 624 
441 730 800 367 270 
442 547 285 209 606 
443 238 405 704 298 
444 660 677 415 511 
445 415 264 308 455 
446 233 278 694 660 
447 272 762 759 367 
448 675 436 324 783 
449 479 465 209 304 
450 271 519 699 708 
451 450 312 605 232 
452 401 580 352 496 
453 691 763 591 648 
454 689 281 258 267 
455 358 505 777 482 
456 770 776 256 709 
457 622 439 696 421 
458 310 416 758 515 
459 750 468 342 305 
460 348 338 298 323 
461 725 449 579 486 
