4 
150 150 150 150  
1 38 87 74 43 
2 96 32 21 109 
3 47 77 52 71 
4 31 84 21 97 
5 20 99 73 46 
6 77 36 76 38 
7 96 16 34 79 
8 77 46 67 61 
9 30 93 36 85 
10 44 80 81 46 
11 61 66 72 38 
12 67 53 20 103 
13 24 86 96 33 
14 62 68 81 41 
15 29 99 26 96 
16 46 72 63 66 
17 24 98 68 60 
18 59 59 52 67 
19 32 89 52 65 
20 59 59 66 55 
21 37 90 81 45 
22 48 66 39 72 
23 68 42 76 42 
24 43 81 100 16 
25 77 40 39 91 
26 54 65 68 43 
27 77 41 83 39 
28 89 29 85 43 
29 98 19 32 79 
30 86 27 58 52 
31 90 33 46 75 
32 35 86 61 54 
33 85 41 89 24 
34 68 57 28 102 
35 73 40 70 45 
36 36 94 93 33 
37 60 55 59 70 
38 90 27 44 73 
39 58 55 26 97 
40 90 29 71 47 
41 40 78 84 37 
42 42 82 92 30 
43 89 27 36 77 
44 69 55 58 56 
45 27 90 41 89 
46 53 61 84 31 
47 85 42 94 27 
48 62 59 81 30 
49 70 50 21 95 
50 68 61 23 93 
51 60 51 47 83 
52 43 69 71 49 
53 31 89 60 50 
54 99 28 90 22 
55 37 93 34 88 
56 46 83 63 52 
57 97 30 100 22 
58 78 33 41 73 
59 94 18 71 53 
60 24 99 74 45 
61 56 69 24 97 
62 88 34 22 103 
63 78 33 88 26 
64 85 31 30 84 
65 67 61 90 37 
66 37 88 86 43 
67 82 33 54 59 
68 57 73 53 62 
69 43 85 83 28 
70 71 51 68 46 
71 95 29 69 46 
72 70 52 95 34 
73 50 79 55 63 
74 25 87 45 83 
75 73 47 39 91 
76 22 97 65 58 
77 53 64 30 97 
78 82 36 34 94 
79 54 69 36 82 
80 60 56 74 50 
81 79 42 80 41 
82 33 93 69 50 
83 95 17 42 87 
84 76 43 67 43 
85 82 44 46 74 
86 31 91 25 94 
87 33 93 62 54 
88 53 72 76 44 
89 54 64 57 54 
90 62 66 45 75 
91 35 90 59 57 
92 70 43 78 43 
93 35 95 78 37 
94 71 54 42 81 
95 62 62 41 85 
96 74 56 31 97 
97 80 44 71 59 
98 30 89 71 47 
99 34 78 47 83 
100 83 37 43 75 
101 96 27 54 69 
102 29 83 61 69 
103 33 82 89 21 
104 63 65 75 36 
105 42 76 77 42 
106 46 65 89 25 
107 47 79 89 27 
108 44 86 33 83 
109 96 20 98 22 
110 54 65 39 88 
111 65 45 28 98 
112 51 66 21 101 
113 66 61 89 35 
114 39 84 86 26 
115 42 71 46 78 
116 74 56 73 44 
117 92 20 24 102 
118 85 34 38 84 
119 65 57 24 101 
120 31 94 64 47 
121 82 38 71 52 
122 43 81 24 101 
123 33 83 64 52 
124 29 91 39 85 
125 96 23 83 28 
126 48 70 98 21 
127 26 84 67 47 
128 76 47 21 104 
129 90 29 95 35 
130 93 37 87 43 
131 71 53 97 27 
132 86 42 89 32 
133 97 32 81 29 
134 41 79 71 59 
135 76 51 42 70 
136 42 74 95 33 
137 88 38 98 31 
138 31 95 93 18 
139 22 100 94 28 
140 41 88 87 33 
141 62 62 67 53 
142 80 46 47 65 
143 35 77 44 70 
144 56 61 32 90 
145 24 106 66 57 
146 97 17 57 55 
147 34 86 29 97 
148 49 74 20 103 
149 49 63 52 77 
150 89 23 85 25 
151 70 50 30 83 
152 81 37 61 67 
153 57 55 81 32 
154 96 26 64 57 
155 75 39 93 20 
156 90 37 37 90 
157 33 79 28 84 
158 60 68 100 25 
159 29 94 35 95 
160 50 63 70 45 
161 65 61 37 74 
162 45 78 83 39 
163 74 37 54 72 
164 32 87 58 66 
165 99 30 94 20 
166 97 18 73 45 
167 20 96 87 33 
168 24 94 35 86 
169 28 102 90 22 
170 71 50 46 65 
171 40 77 24 86 
172 73 44 68 45 
173 26 104 85 37 
174 98 25 91 19 
175 33 95 20 103 
176 39 84 92 20 
177 22 91 29 86 
178 95 26 59 66 
179 49 66 99 25 
180 55 68 40 75 
181 66 53 43 76 
182 61 68 82 29 
183 86 37 63 60 
184 43 82 93 21 
185 67 48 80 40 
186 66 51 33 97 
187 50 78 51 63 
188 25 105 45 82 
189 58 62 45 83 
190 51 70 77 48 
191 54 57 78 45 
192 56 69 81 30 
193 59 58 53 71 
194 78 40 42 86 
195 60 67 75 49 
196 76 54 25 104 
197 62 61 24 98 
198 95 32 81 29 
199 25 91 22 93 
200 81 31 37 79 
201 99 20 48 73 
202 41 73 35 76 
203 84 31 62 62 
204 77 33 28 89 
205 65 62 20 105 
206 88 35 49 65 
207 53 74 66 53 
208 81 35 32 90 
209 81 43 24 95 
210 53 71 60 58 
211 31 96 65 54 
212 34 90 95 17 
213 57 60 20 95 
214 38 78 38 87 
215 61 68 75 51 
216 36 74 67 53 
217 39 77 90 33 
218 48 71 51 68 
219 27 95 27 84 
220 98 20 49 77 
221 83 47 98 22 
222 81 34 81 41 
223 87 30 60 67 
224 87 26 79 33 
225 44 74 80 46 
226 42 77 64 54 
227 73 51 68 52 
228 69 53 26 103 
229 34 88 89 28 
230 58 58 23 107 
231 34 79 62 66 
232 63 49 95 35 
233 33 95 71 39 
234 78 43 20 90 
235 61 64 61 63 
236 42 74 88 35 
237 65 56 36 81 
238 60 58 85 33 
239 44 84 25 95 
240 42 88 20 104 
241 80 48 50 68 
242 76 53 21 89 
243 52 76 53 72 
244 35 82 35 91 
245 21 91 46 79 
246 41 82 23 101 
247 97 16 33 83 
248 48 78 93 36 
249 32 81 39 78 
250 34 90 70 44 
251 65 57 73 46 
252 52 62 22 106 
253 73 53 54 72 
254 23 102 56 73 
255 42 77 91 21 
256 94 20 98 14 
257 74 51 61 59 
258 22 95 21 107 
259 44 85 47 71 
260 31 85 32 78 
261 96 18 81 46 
262 63 47 98 16 
263 26 85 90 31 
264 41 89 53 66 
265 61 56 77 43 
266 24 96 69 53 
267 35 83 40 85 
268 84 39 26 103 
269 37 79 34 92 
270 77 49 41 72 
271 30 97 22 92 
272 64 46 96 17 
273 29 89 62 63 
274 98 18 78 50 
275 90 28 21 109 
276 68 56 71 49 
277 81 29 63 57 
278 86 33 82 30 
279 72 53 71 42 
280 40 79 24 103 
281 38 77 50 67 
282 24 87 40 74 
283 77 46 80 47 
284 84 46 41 74 
285 39 75 51 67 
286 95 25 29 83 
287 79 50 84 35 
288 38 76 72 47 
289 73 37 20 101 
290 26 93 37 83 
291 87 30 63 56 
292 62 56 58 59 
293 20 102 65 48 
294 64 65 34 93 
295 52 73 67 52 
296 74 42 43 81 
297 50 69 44 69 
298 62 54 60 57 
299 42 80 97 31 
300 75 51 71 59 
301 74 53 41 78 
302 49 62 95 28 
303 67 44 66 57 
304 75 46 80 37 
305 85 43 90 23 
306 54 75 26 99 
307 32 82 82 40 
308 31 98 34 79 
309 97 22 57 67 
310 49 62 46 74 
311 82 43 35 82 
312 69 56 37 73 
313 79 31 89 31 
314 100 27 87 38 
315 63 56 70 44 
316 96 20 56 71 
317 32 98 36 91 
318 61 55 90 20 
319 47 67 66 52 
320 59 71 45 68 
321 69 53 21 107 
322 36 90 49 78 
323 61 65 81 45 
324 33 93 67 46 
325 48 64 40 75 
326 92 37 43 77 
327 80 31 35 95 
328 90 23 62 56 
329 29 86 93 33 
330 74 47 42 72 
331 75 48 99 19 
332 31 83 92 29 
333 22 108 58 56 
334 62 67 32 87 
335 35 94 60 56 
336 81 39 47 63 
337 25 98 52 72 
338 68 50 32 82 
339 73 51 58 52 
340 93 27 79 40 
341 75 42 70 53 
342 29 90 97 23 
343 72 56 73 52 
344 70 56 95 24 
345 43 78 99 18 
346 81 35 89 25 
347 43 69 26 97 
348 43 72 30 90 
349 49 66 41 73 
350 75 49 59 60 
351 35 77 84 28 
352 96 28 28 94 
353 31 99 92 24 
354 79 45 97 13 
355 65 60 62 59 
356 93 29 87 34 
357 23 105 38 77 
358 79 45 29 98 
359 54 61 51 75 
360 27 97 62 66 
361 45 72 49 80 
362 42 86 24 88 
363 39 78 72 45 
364 84 36 86 33 
365 99 27 96 26 
366 22 94 88 35 
367 90 32 67 58 
368 83 32 73 51 
369 32 92 53 77 
370 80 47 40 89 
371 33 85 100 29 
372 94 22 44 82 
373 50 73 51 69 
374 87 29 50 80 
375 82 36 24 88 
376 40 70 97 27 
377 20 103 91 31 
378 76 34 43 81 
379 96 31 58 68 
380 94 24 49 70 
381 52 75 22 101 
382 87 25 66 47 
383 85 38 41 73 
384 77 51 46 68 
385 45 79 72 52 
386 72 55 72 42 
387 73 52 100 21 
388 26 104 46 73 
389 68 50 85 43 
390 26 88 74 42 
391 38 82 98 26 
392 66 47 80 45 
393 31 90 23 106 
394 64 64 38 91 
395 43 84 28 90 
396 93 19 73 47 
397 41 73 98 17 
398 98 23 43 80 
399 97 18 26 97 
400 61 57 66 52 
