4 
1000 1000 1000 1000  
1 819 914 184 815 
2 846 996 109 497 
3 960 541 349 439 
4 91 94 702 437 
5 915 550 656 293 
6 336 813 139 955 
7 382 688 404 205 
8 701 839 385 26 
9 449 364 553 399 
10 786 324 11 343 
11 855 520 724 113 
12 278 946 699 464 
13 387 340 793 887 
14 785 160 914 944 
15 8 749 308 730 
16 406 289 786 719 
17 114 167 260 446 
18 224 818 291 196 
19 852 233 901 663 
20 466 656 708 133 
21 55 769 310 489 
22 443 104 660 775 
23 643 853 671 450 
24 946 724 295 760 
25 184 53 536 446 
26 934 144 709 768 
27 226 573 732 731 
28 409 582 156 609 
29 621 37 648 672 
30 209 97 181 57 
31 416 886 722 855 
32 392 469 121 739 
33 385 608 912 177 
34 33 185 347 942 
35 104 249 112 271 
36 560 758 299 6 
37 10 222 549 515 
38 801 350 341 518 
39 374 140 797 275 
40 393 783 965 956 
41 115 391 861 731 
42 532 460 650 399 
43 729 635 95 648 
44 296 792 351 981 
45 549 928 75 411 
46 730 779 603 884 
47 563 468 112 402 
48 464 466 591 970 
49 979 939 974 519 
50 562 167 100 842 
51 29 794 776 560 
52 519 39 504 362 
53 834 217 590 436 
54 415 630 126 569 
55 747 118 61 616 
56 641 304 819 619 
57 606 767 128 665 
58 348 396 676 107 
59 101 234 429 943 
60 781 81 711 369 
61 713 740 219 582 
62 546 904 382 253 
63 654 544 584 291 
64 6 502 958 237 
65 42 883 192 467 
66 493 251 313 459 
67 244 55 143 875 
68 764 49 489 463 
69 358 637 649 473 
70 489 577 50 295 
71 936 122 373 852 
72 304 533 151 979 
73 959 437 514 246 
74 676 951 2 62 
75 210 683 12 4 
76 360 924 757 489 
77 798 834 289 786 
78 797 962 262 296 
79 387 331 549 704 
80 209 959 441 244 
81 415 651 828 240 
82 395 870 511 646 
83 584 320 54 647 
84 738 379 255 297 
85 10 400 336 177 
86 522 508 827 683 
87 329 150 930 208 
88 538 195 872 801 
89 728 467 703 780 
90 877 256 656 925 
91 692 816 610 826 
92 798 486 306 409 
93 860 632 752 225 
94 73 549 171 209 
95 85 351 640 599 
96 757 583 308 115 
97 941 99 49 178 
98 442 26 813 556 
99 975 943 680 568 
100 483 257 213 776 
101 947 400 885 706 
102 558 37 690 917 
103 369 513 403 114 
104 981 313 192 374 
105 63 883 103 529 
106 305 848 133 847 
107 665 385 661 182 
108 563 693 619 742 
109 255 496 92 371 
110 194 347 24 962 
111 184 406 831 454 
