4 
1000 1000 1000 1000  
1 427 410 528 412 
2 268 469 754 536 
3 236 472 709 388 
4 384 614 658 356 
5 455 640 223 629 
6 295 446 299 683 
7 414 772 765 742 
8 380 409 606 468 
9 428 661 640 315 
10 572 424 294 684 
11 626 773 402 411 
12 234 541 464 454 
13 570 561 711 521 
14 346 393 791 795 
15 244 627 782 585 
16 254 577 708 302 
17 434 526 295 707 
18 675 586 354 716 
19 656 324 297 289 
20 235 404 620 787 
21 302 650 382 767 
22 465 414 245 313 
23 201 239 411 241 
24 239 613 457 607 
25 771 321 760 245 
26 573 778 514 437 
27 207 568 797 653 
28 713 671 619 641 
29 226 510 466 270 
30 740 319 229 218 
31 798 602 281 654 
32 314 778 619 424 
33 249 500 494 210 
34 402 481 674 309 
35 395 534 484 395 
36 675 402 501 343 
37 322 301 566 321 
38 727 534 741 730 
39 723 452 538 453 
40 566 789 311 292 
41 246 490 398 343 
42 754 320 635 420 
43 703 452 528 306 
44 516 553 682 596 
45 661 213 739 354 
46 747 480 732 290 
47 704 396 370 697 
48 448 216 589 543 
49 734 751 790 552 
50 576 243 638 253 
51 587 594 452 663 
52 225 746 723 250 
53 791 567 542 607 
54 726 515 393 599 
55 600 265 313 570 
56 262 495 647 332 
57 655 703 570 778 
58 583 609 345 619 
59 508 368 538 515 
60 684 738 739 401 
61 500 464 235 584 
62 380 600 618 285 
63 249 468 798 396 
64 675 551 425 678 
65 336 208 482 485 
66 452 229 293 222 
67 201 600 246 770 
68 248 354 771 286 
69 283 452 311 474 
70 758 643 436 531 
71 595 582 666 231 
72 334 322 514 693 
73 424 249 628 489 
74 268 589 365 693 
75 311 350 413 355 
76 578 797 767 366 
77 203 276 324 348 
78 763 716 743 533 
79 518 257 398 266 
80 672 451 326 459 
81 634 790 637 265 
82 770 709 360 463 
83 494 633 575 219 
84 564 264 769 734 
85 676 438 215 666 
86 537 289 478 639 
87 541 398 691 758 
88 225 606 677 412 
89 470 358 628 528 
90 647 431 210 708 
91 799 261 689 434 
92 739 399 722 761 
93 715 608 613 325 
94 376 788 395 695 
95 206 627 792 505 
96 484 213 448 593 
97 302 278 600 527 
98 701 316 570 565 
99 620 710 430 475 
100 522 767 259 748 
101 489 525 361 597 
102 545 237 233 653 
103 735 325 322 349 
104 323 481 796 494 
105 560 314 634 432 
106 778 221 731 571 
107 636 510 441 231 
108 593 325 668 469 
109 670 773 726 392 
110 213 241 604 794 
111 533 566 256 328 
112 231 332 627 436 
113 722 292 686 205 
114 632 391 662 517 
115 532 509 364 343 
116 255 314 478 795 
117 766 290 241 629 
118 520 651 230 245 
119 792 680 452 275 
120 607 220 415 388 
121 704 323 235 420 
122 777 202 671 741 
123 232 593 405 759 
124 247 525 437 695 
125 744 745 260 281 
126 555 384 469 468 
127 777 716 426 683 
128 210 361 616 224 
129 397 274 537 321 
130 757 492 294 306 
131 708 715 424 319 
132 575 317 477 292 
133 412 754 265 244 
134 390 500 443 401 
135 686 798 765 668 
136 638 460 342 282 
137 388 304 446 776 
138 297 547 654 731 
139 273 538 760 271 
140 584 500 766 609 
141 687 558 344 790 
142 754 592 251 681 
143 710 600 463 732 
144 462 401 493 763 
145 726 216 464 545 
146 272 495 771 365 
147 311 668 761 723 
148 796 300 395 298 
149 698 647 446 650 
150 610 649 693 719 
151 523 676 456 439 
152 637 401 791 304 
153 406 431 246 696 
154 606 704 465 425 
155 274 691 700 782 
156 322 331 477 605 
157 467 251 621 406 
158 344 243 692 448 
159 361 800 721 464 
160 307 632 413 200 
161 646 330 428 200 
162 419 752 653 590 
163 680 709 766 647 
164 275 567 298 563 
165 685 564 465 762 
166 740 640 303 737 
167 792 755 689 234 
168 265 765 235 300 
169 415 559 674 661 
170 586 209 216 540 
171 335 349 768 725 
172 447 750 389 711 
173 377 204 330 212 
174 571 481 759 579 
175 648 202 494 209 
176 456 282 582 418 
177 501 437 567 272 
178 657 428 548 291 
179 637 554 366 289 
180 324 516 242 526 
181 626 404 328 779 
182 727 369 239 692 
183 687 202 398 286 
184 311 301 321 305 
185 427 488 756 331 
186 792 397 299 360 
187 563 688 774 276 
188 585 644 766 430 
189 564 392 253 354 
190 468 452 405 547 
191 589 681 677 748 
192 792 581 747 513 
193 571 315 261 235 
194 585 501 570 362 
195 370 765 635 467 
196 392 544 684 505 
197 343 555 510 428 
198 263 483 259 692 
199 359 602 674 747 
200 520 783 646 738 
201 275 528 583 359 
202 777 687 468 202 
203 510 340 537 663 
204 336 584 757 542 
205 793 334 635 639 
206 641 579 520 793 
207 543 654 383 724 
208 607 712 538 491 
209 470 559 779 414 
210 460 568 587 679 
211 543 256 473 664 
212 232 542 386 764 
213 417 643 683 646 
214 488 596 741 563 
215 709 604 255 299 
216 524 254 718 492 
217 610 410 253 686 
218 500 742 672 718 
219 717 461 635 388 
220 503 431 617 330 
221 448 540 429 773 
222 791 654 585 238 
223 532 633 392 265 
224 571 565 370 478 
225 310 302 269 469 
226 254 231 778 253 
227 332 365 698 656 
228 767 790 564 524 
229 334 700 663 425 
230 560 772 635 558 
231 218 699 591 550 
232 289 621 225 703 
233 772 330 372 714 
234 684 737 679 388 
235 522 378 244 360 
236 372 306 290 610 
237 563 522 703 678 
238 601 549 754 235 
239 456 223 686 524 
240 726 663 411 697 
241 401 759 450 216 
242 326 768 542 333 
243 746 400 437 793 
244 314 699 329 741 
245 316 582 268 680 
246 725 579 405 706 
247 700 774 622 358 
248 549 237 640 336 
249 468 548 616 699 
250 490 377 516 201 
251 659 284 477 269 
252 415 248 764 453 
253 457 409 454 654 
254 624 533 234 690 
255 583 218 273 393 
256 202 600 330 703 
257 702 774 336 387 
258 510 689 470 539 
259 439 544 665 753 
260 283 651 279 242 
261 234 492 607 558 
262 233 210 785 254 
263 287 672 505 676 
264 335 534 469 267 
265 762 753 437 343 
266 697 356 621 275 
267 531 543 513 511 
268 495 479 339 605 
269 321 661 636 759 
270 358 230 251 404 
271 440 759 433 612 
272 717 686 412 528 
273 642 759 514 204 
274 445 721 622 579 
275 329 304 467 483 
276 519 615 420 486 
277 463 612 595 504 
278 427 755 503 393 
279 209 482 389 428 
280 710 517 733 333 
281 492 268 530 438 
282 657 418 628 256 
283 258 479 510 756 
284 309 388 780 590 
285 482 436 661 582 
286 494 508 382 687 
287 276 485 327 644 
288 745 440 646 581 
289 380 255 726 545 
290 647 791 412 772 
291 599 295 679 638 
292 604 370 311 336 
293 518 373 461 202 
294 532 645 405 780 
295 209 637 382 368 
296 493 565 240 490 
297 508 751 545 312 
298 550 642 778 406 
299 447 252 418 731 
300 604 316 638 542 
301 318 613 380 775 
302 555 571 585 759 
303 730 492 662 746 
304 277 597 480 770 
305 428 693 508 395 
306 697 284 390 512 
307 643 219 572 314 
308 679 606 536 333 
309 727 746 586 734 
310 250 798 748 710 
311 378 582 316 586 
312 722 244 788 764 
313 711 546 781 711 
314 574 645 552 328 
315 207 799 227 659 
316 443 357 795 505 
317 406 614 696 504 
318 610 416 718 689 
319 566 587 237 385 
320 735 225 207 557 
321 500 667 224 376 
322 638 483 666 273 
323 723 619 644 777 
324 304 253 595 783 
325 792 481 757 485 
326 781 525 569 486 
327 511 602 474 573 
328 383 372 246 483 
329 437 322 449 235 
330 636 697 449 629 
331 680 689 581 330 
332 200 231 627 744 
333 711 363 647 674 
334 652 709 312 786 
335 657 204 468 569 
336 619 638 516 719 
337 592 553 299 445 
338 515 453 597 468 
339 404 521 414 308 
340 348 643 736 264 
341 516 795 441 222 
342 288 685 594 775 
343 462 545 750 534 
344 718 795 253 488 
345 788 699 511 552 
346 279 410 513 539 
347 446 325 701 641 
348 744 735 221 669 
349 430 794 640 450 
350 485 534 712 406 
351 522 215 431 571 
352 216 344 281 214 
353 693 607 613 472 
354 757 473 467 731 
355 469 655 235 459 
356 533 365 471 283 
357 229 239 314 683 
358 769 753 709 577 
359 622 691 317 443 
360 788 225 348 439 
361 667 638 554 734 
362 730 604 569 723 
363 666 502 562 701 
364 799 592 659 651 
365 423 367 703 208 
366 722 348 391 226 
367 562 500 230 336 
368 678 464 622 495 
369 549 594 735 723 
370 449 354 741 797 
371 215 639 698 292 
372 250 453 744 555 
373 500 209 695 272 
374 761 525 375 519 
375 367 654 540 678 
376 441 539 753 521 
377 203 535 629 377 
378 513 436 222 696 
379 390 697 416 288 
380 397 338 344 345 
381 746 774 415 577 
382 219 556 387 302 
383 214 324 450 588 
384 261 350 323 523 
385 325 301 524 739 
386 771 422 700 755 
387 320 268 507 383 
388 272 757 325 216 
389 397 202 414 634 
390 496 434 352 758 
391 202 605 241 329 
392 298 236 392 259 
393 371 547 569 702 
394 461 729 746 551 
395 333 216 431 414 
396 791 666 755 302 
397 736 229 692 614 
398 539 232 564 276 
399 747 320 694 437 
400 532 546 529 623 
401 426 657 769 360 
402 408 421 663 666 
403 215 461 470 393 
404 431 651 416 760 
405 481 499 312 648 
406 679 712 493 688 
407 690 770 568 566 
408 655 750 426 640 
409 304 700 420 390 
410 232 460 687 452 
411 435 268 460 343 
412 212 411 337 759 
413 571 580 627 347 
414 665 328 318 588 
415 633 627 561 630 
416 685 688 240 682 
