4 
1000 1000 1000 1000  
1 67 27 32 55 
2 62 40 52 63 
3 97 42 60 76 
4 39 52 75 95 
5 33 99 81 68 
6 65 66 27 29 
7 76 85 42 84 
8 91 67 30 76 
9 35 65 39 60 
10 69 86 38 99 
11 98 65 59 92 
12 45 43 45 41 
13 88 48 54 72 
14 87 84 71 71 
15 70 66 30 28 
16 58 89 84 25 
17 46 91 72 80 
18 66 68 47 98 
19 27 65 84 52 
20 78 88 74 82 
21 43 94 62 87 
22 96 61 85 70 
23 62 80 68 99 
24 97 55 84 60 
25 32 100 69 84 
26 58 39 44 31 
27 76 86 67 79 
28 63 43 98 93 
29 47 48 59 92 
30 51 59 92 78 
31 87 52 71 28 
32 44 72 83 30 
33 53 79 33 68 
34 95 29 87 96 
35 45 82 37 72 
36 75 86 67 49 
37 72 27 56 36 
38 69 96 84 83 
39 43 40 34 35 
40 73 68 40 34 
41 74 36 88 69 
42 80 39 47 99 
43 62 33 40 64 
44 67 56 91 98 
45 94 34 94 46 
46 64 51 73 53 
47 30 48 77 73 
48 100 32 93 47 
49 75 25 45 25 
50 76 92 54 51 
51 84 27 81 73 
52 48 68 69 30 
53 81 60 33 51 
54 85 36 51 29 
55 62 64 64 33 
56 73 66 79 79 
57 95 88 98 93 
58 95 45 73 52 
59 43 79 91 80 
60 73 36 86 52 
61 41 67 60 48 
62 50 98 58 67 
63 44 74 32 84 
64 60 47 78 47 
65 67 41 25 29 
66 27 97 74 68 
67 42 69 69 61 
68 38 96 79 27 
69 26 32 83 86 
70 47 59 61 86 
71 91 44 55 81 
72 33 28 28 56 
73 35 26 45 28 
74 42 59 92 98 
75 44 99 53 45 
76 44 88 49 63 
77 28 82 28 97 
78 38 71 49 52 
79 94 99 99 82 
80 54 48 54 83 
81 71 45 65 30 
82 59 49 29 82 
83 80 46 77 69 
84 76 29 76 83 
85 29 50 56 71 
86 49 83 70 53 
87 36 26 98 32 
88 61 68 85 31 
89 33 59 28 60 
90 65 61 51 34 
91 60 88 38 79 
92 58 81 25 92 
93 32 37 62 84 
94 63 53 45 96 
95 84 91 87 79 
96 58 49 68 77 
97 99 55 29 79 
98 48 70 37 72 
99 57 71 77 69 
100 61 62 54 98 
101 81 81 93 37 
102 36 58 52 52 
103 26 63 100 55 
104 67 81 86 60 
105 61 71 37 33 
106 32 62 48 54 
107 68 76 78 61 
108 83 78 38 82 
109 73 50 97 48 
110 67 73 33 68 
111 56 83 40 99 
112 68 75 84 63 
113 40 64 84 45 
114 59 91 52 54 
115 71 73 28 80 
116 73 40 59 54 
117 65 59 36 54 
118 49 25 34 60 
119 85 61 83 50 
120 71 43 92 90 
121 72 35 66 69 
122 82 61 64 55 
123 72 46 60 30 
124 28 88 44 54 
125 33 78 47 56 
126 96 46 50 68 
127 61 65 93 38 
128 72 42 67 52 
129 35 82 54 66 
130 94 37 39 77 
131 41 64 85 94 
132 26 26 45 82 
133 28 75 48 45 
134 77 51 78 73 
135 96 100 44 43 
136 84 93 40 38 
137 81 88 94 41 
138 36 56 65 84 
139 54 74 49 80 
140 34 83 35 36 
141 77 48 92 26 
142 100 93 44 94 
143 73 81 52 31 
144 29 59 97 37 
145 80 52 86 61 
146 65 100 82 86 
147 74 98 64 62 
148 65 35 74 53 
149 42 35 41 70 
150 83 100 79 27 
151 36 63 81 64 
152 49 77 92 52 
153 99 51 85 45 
154 43 88 78 60 
155 87 55 80 77 
156 35 70 98 53 
157 82 37 97 89 
158 50 46 58 61 
159 40 91 61 65 
160 61 68 93 65 
161 77 64 68 93 
162 66 42 68 26 
163 71 30 80 54 
164 52 41 76 87 
165 28 83 85 39 
166 32 75 68 35 
167 86 40 29 30 
168 87 43 76 66 
169 34 71 90 76 
170 35 67 38 77 
171 82 67 90 58 
172 28 62 74 49 
173 100 56 75 51 
174 71 92 89 67 
175 88 47 63 96 
176 51 85 38 51 
177 43 74 30 60 
178 81 76 28 68 
179 51 53 35 32 
180 31 35 30 47 
181 44 32 44 63 
182 45 44 55 29 
183 33 50 54 44 
184 57 67 55 49 
185 69 99 61 61 
186 47 93 55 92 
187 32 28 66 48 
188 42 59 75 56 
189 51 92 89 51 
190 64 97 35 69 
191 55 94 91 94 
192 47 77 64 36 
193 62 74 27 27 
194 99 99 91 98 
195 31 30 69 35 
196 52 73 84 64 
197 79 94 30 48 
198 76 34 66 45 
199 35 88 42 73 
200 77 58 74 64 
201 94 59 60 28 
202 91 66 59 53 
203 72 69 46 77 
204 55 55 26 25 
205 27 87 91 100 
206 85 57 96 29 
207 75 73 71 34 
208 73 36 67 95 
209 81 46 43 39 
210 62 29 27 37 
211 40 36 26 29 
212 52 77 41 38 
213 55 87 42 54 
214 46 28 91 33 
215 55 31 93 33 
216 65 52 39 33 
217 44 35 52 56 
218 70 35 34 51 
219 87 83 62 43 
220 87 97 75 49 
221 78 99 62 33 
222 71 58 91 56 
223 79 69 82 79 
224 48 71 38 53 
225 30 43 33 89 
226 100 76 95 45 
227 55 94 64 95 
228 61 89 60 88 
229 93 98 41 26 
230 77 92 43 47 
231 90 54 66 57 
232 50 83 93 34 
233 41 25 28 79 
234 59 28 49 87 
235 29 65 87 25 
236 73 74 44 84 
237 72 68 38 36 
238 52 61 26 92 
239 70 41 90 32 
240 51 81 74 34 
241 67 81 91 88 
242 60 71 34 49 
243 49 57 71 26 
244 77 61 37 81 
245 96 26 47 40 
246 26 43 46 77 
247 94 77 83 31 
248 48 88 99 33 
249 35 27 80 79 
250 84 74 85 45 
251 83 81 97 100 
252 38 29 30 94 
253 29 99 49 81 
254 29 59 64 42 
255 61 38 73 67 
256 93 77 53 31 
257 26 36 86 72 
258 54 87 85 72 
259 79 63 91 84 
260 52 74 87 73 
261 93 59 34 73 
262 47 25 68 81 
263 35 95 66 69 
264 27 30 39 92 
265 64 34 61 99 
266 72 58 76 39 
267 77 86 86 79 
268 79 70 97 73 
269 73 48 82 50 
270 33 76 40 46 
271 90 56 56 86 
272 48 78 79 36 
273 32 42 89 78 
274 59 33 87 50 
275 35 42 34 88 
276 29 25 51 70 
277 62 67 37 51 
278 28 85 41 70 
279 67 87 70 82 
280 81 56 70 50 
281 83 49 76 88 
282 74 78 71 89 
283 99 54 26 65 
284 89 44 30 52 
285 76 54 58 95 
286 52 41 70 31 
287 43 46 85 98 
288 75 79 78 55 
289 26 43 72 57 
290 61 59 41 39 
291 46 65 73 71 
292 26 26 38 89 
293 60 88 62 49 
294 97 93 71 74 
295 70 49 25 94 
296 54 31 31 99 
297 59 92 28 79 
298 91 63 63 81 
299 89 31 32 35 
300 77 36 52 64 
301 71 40 89 61 
302 40 33 33 90 
303 55 88 48 50 
304 34 38 54 68 
305 46 39 75 83 
306 43 93 54 88 
307 80 65 57 33 
308 75 33 39 76 
309 85 83 72 81 
310 64 62 38 88 
311 56 53 88 56 
312 85 80 100 82 
313 97 48 92 87 
314 97 72 76 53 
315 77 99 26 37 
316 88 77 57 28 
317 83 69 83 44 
318 66 88 50 41 
319 35 63 58 85 
320 30 54 42 55 
321 27 89 84 100 
322 54 61 51 25 
323 55 71 55 97 
324 44 29 79 46 
325 92 44 85 42 
326 80 82 85 85 
327 70 57 47 40 
328 32 37 55 69 
329 91 29 89 51 
330 47 62 60 89 
331 57 25 83 64 
332 65 35 77 71 
333 99 35 41 53 
334 80 87 66 30 
335 43 25 85 89 
336 45 96 42 70 
337 52 79 64 43 
338 68 32 51 91 
339 78 83 84 56 
340 47 52 41 26 
341 51 82 36 72 
342 58 46 36 94 
343 32 70 66 41 
344 99 26 43 48 
345 30 70 35 58 
346 30 91 66 55 
347 66 57 80 38 
348 54 52 49 67 
349 58 35 89 77 
350 27 62 48 95 
351 100 26 84 54 
352 32 69 47 93 
353 84 66 93 82 
354 93 30 97 64 
355 34 45 33 35 
356 96 26 36 68 
357 60 66 57 77 
358 82 36 66 37 
359 91 85 89 93 
360 72 79 34 54 
361 64 61 41 62 
362 74 48 63 81 
363 27 48 94 35 
364 77 68 55 64 
365 92 38 31 43 
366 40 27 42 39 
367 40 46 97 27 
368 80 30 90 76 
369 83 45 34 72 
370 34 27 76 69 
371 75 48 63 38 
372 41 49 46 30 
373 46 68 95 76 
374 38 52 44 51 
375 37 60 75 90 
376 34 69 69 62 
377 27 59 82 63 
378 92 88 57 29 
379 61 31 87 78 
380 76 96 58 29 
381 75 93 81 51 
382 70 28 77 85 
383 38 72 49 83 
384 50 94 84 95 
385 100 40 76 96 
386 89 45 61 87 
387 39 35 93 47 
388 47 98 57 68 
389 51 60 99 44 
390 37 85 50 30 
391 89 29 25 71 
392 69 64 54 90 
393 41 69 42 58 
394 86 81 47 99 
395 74 66 100 58 
396 80 92 55 26 
397 53 60 65 89 
398 37 66 95 80 
399 78 76 72 50 
400 77 95 64 46 
401 70 38 55 36 
402 66 77 36 45 
403 60 53 93 52 
404 43 80 41 40 
405 79 76 39 25 
406 78 32 47 80 
407 64 48 98 77 
408 28 58 55 43 
409 70 66 96 92 
410 57 40 59 63 
411 32 45 43 43 
412 40 31 34 98 
413 50 41 98 80 
414 83 81 69 44 
415 73 35 58 29 
416 59 49 29 52 
417 65 83 90 72 
418 42 33 27 43 
419 78 38 74 71 
420 27 27 85 62 
421 79 32 60 65 
422 82 33 87 55 
423 91 89 44 41 
424 85 40 48 53 
425 49 95 82 85 
426 95 61 64 57 
427 87 58 76 82 
428 72 50 27 98 
429 67 87 58 96 
430 90 91 83 39 
431 92 98 82 34 
432 37 89 78 91 
433 52 74 74 73 
434 82 25 76 25 
435 38 64 83 43 
436 54 81 52 61 
437 54 96 66 52 
438 44 72 80 41 
439 58 95 61 77 
440 42 56 96 56 
441 79 78 41 30 
442 40 90 72 95 
443 39 41 63 38 
444 32 60 35 73 
445 29 48 99 35 
446 31 88 39 45 
447 42 38 90 93 
448 93 71 47 84 
449 81 92 49 45 
450 37 75 56 40 
451 90 56 54 65 
452 40 83 71 78 
453 42 44 52 32 
454 72 51 96 96 
455 93 50 65 92 
456 62 75 62 60 
457 35 98 50 38 
458 63 43 66 65 
459 30 57 38 68 
460 30 79 93 66 
461 70 26 51 39 
462 69 98 36 36 
463 51 82 85 64 
464 25 85 88 52 
465 32 32 63 46 
466 86 93 33 76 
467 66 44 83 64 
468 79 87 51 89 
469 95 75 74 90 
470 87 79 36 92 
471 49 79 85 40 
472 79 94 44 71 
473 59 78 43 77 
474 85 44 76 47 
475 87 37 74 74 
476 98 97 93 66 
477 44 89 85 37 
478 49 89 89 53 
479 80 89 56 35 
480 29 62 51 72 
481 46 33 72 70 
482 49 98 37 30 
483 60 62 87 89 
484 40 36 66 44 
485 86 45 67 93 
486 32 75 97 76 
487 60 66 45 95 
488 72 92 60 34 
489 80 98 34 81 
490 92 87 89 72 
491 95 36 55 43 
492 41 80 78 62 
493 33 96 80 70 
494 79 81 76 65 
495 47 79 37 66 
496 61 66 50 64 
497 72 94 80 44 
498 54 64 41 71 
499 89 95 37 75 
500 49 45 42 97 
501 85 93 92 71 
502 79 74 85 84 
503 26 37 37 98 
504 100 27 32 74 
505 71 39 59 44 
506 89 39 96 60 
507 30 31 70 93 
508 53 62 42 92 
509 85 38 30 81 
510 99 81 81 74 
511 83 69 90 40 
512 53 46 48 25 
513 29 63 80 55 
514 78 99 60 98 
515 50 66 60 65 
516 25 62 38 80 
517 66 97 94 95 
518 57 31 61 70 
519 36 55 49 51 
520 71 38 70 74 
521 51 42 100 77 
522 67 66 26 69 
523 100 29 95 69 
524 100 50 97 45 
525 82 36 74 98 
526 34 81 26 93 
527 70 34 67 68 
528 40 66 41 98 
529 77 97 83 96 
530 35 27 69 47 
531 96 81 60 79 
532 32 77 29 76 
533 70 99 87 38 
534 40 90 46 82 
535 66 79 76 68 
536 38 86 80 96 
537 85 77 58 28 
538 87 25 93 99 
539 97 73 63 97 
540 36 46 90 49 
541 31 46 76 64 
542 33 30 43 99 
543 91 59 80 32 
544 25 30 54 47 
545 32 60 97 98 
546 81 54 78 76 
547 47 59 43 87 
548 93 81 79 80 
549 27 30 48 41 
550 67 97 100 40 
551 72 41 66 89 
552 51 36 71 28 
553 58 95 94 94 
554 29 75 82 61 
555 55 71 51 56 
556 59 80 82 66 
557 61 66 60 42 
558 69 60 68 96 
559 89 41 71 51 
560 49 54 31 97 
561 57 40 69 91 
562 72 51 37 41 
563 37 76 30 62 
564 85 65 48 100 
565 77 87 79 87 
566 96 97 30 98 
567 31 75 84 43 
568 89 68 54 39 
569 30 77 39 93 
570 96 31 81 48 
571 92 78 66 100 
572 71 28 66 99 
573 53 100 71 48 
574 100 39 27 38 
575 45 60 42 84 
576 26 71 77 70 
577 43 95 82 30 
578 88 65 77 88 
579 42 29 75 47 
580 80 72 55 68 
581 73 37 28 75 
582 86 53 56 59 
583 65 57 75 35 
584 52 54 82 47 
585 61 93 80 37 
586 80 77 84 99 
587 35 61 35 35 
588 94 41 61 92 
589 27 33 54 32 
590 32 32 53 46 
591 36 52 36 55 
592 34 55 78 80 
593 79 51 75 30 
594 84 26 58 80 
595 25 69 55 29 
596 36 70 38 94 
597 62 50 32 48 
598 30 46 71 43 
599 72 34 32 44 
600 42 28 88 84 
601 41 43 88 55 
602 62 95 38 78 
603 68 63 57 54 
604 98 59 100 42 
605 45 48 41 92 
606 47 80 40 82 
607 37 61 39 79 
608 36 36 91 75 
609 60 37 72 55 
610 25 91 78 33 
611 27 78 66 54 
612 98 79 80 38 
613 28 76 45 34 
614 31 28 85 29 
615 38 53 92 76 
616 88 67 91 63 
617 92 34 36 29 
618 89 90 52 53 
619 99 91 99 63 
620 50 60 36 46 
621 77 83 70 61 
622 87 84 95 49 
623 30 64 32 32 
624 53 66 84 81 
625 50 85 65 82 
626 27 79 29 91 
627 35 59 40 75 
628 45 62 81 56 
629 34 27 97 46 
630 43 90 32 58 
631 37 48 53 37 
632 89 94 80 61 
633 84 81 79 71 
634 28 25 78 50 
635 70 99 35 25 
636 77 89 68 34 
637 90 31 73 74 
638 70 85 61 100 
639 31 45 27 33 
640 70 82 44 59 
641 97 60 80 98 
642 82 92 73 30 
643 80 38 25 69 
644 77 80 55 37 
645 56 48 36 25 
646 66 49 50 75 
647 61 42 39 43 
648 96 49 62 85 
649 41 28 69 48 
650 39 46 26 77 
651 75 47 45 67 
652 96 47 28 62 
653 79 83 58 74 
654 55 62 72 42 
655 54 98 67 29 
656 64 35 98 81 
657 53 35 85 84 
658 68 88 68 89 
659 90 65 90 92 
660 59 46 53 43 
661 96 59 47 72 
662 86 36 42 28 
663 55 26 93 73 
664 51 94 90 25 
665 43 33 29 76 
666 51 53 37 97 
667 89 58 37 81 
668 63 96 87 69 
669 76 78 50 82 
670 71 30 30 36 
671 69 37 90 63 
672 76 25 63 42 
673 28 84 76 84 
674 57 84 91 72 
675 79 51 59 71 
676 89 65 78 25 
677 37 50 31 66 
678 72 52 58 35 
679 97 69 69 88 
680 77 44 34 27 
681 88 67 77 78 
682 28 41 80 81 
683 26 92 38 74 
684 48 32 45 88 
685 100 97 75 81 
686 45 65 83 59 
687 66 39 58 82 
688 81 37 72 60 
689 81 59 29 73 
690 94 58 68 29 
691 85 72 26 48 
692 52 99 27 50 
693 65 41 91 78 
694 81 90 42 95 
695 27 96 39 78 
696 48 41 97 94 
697 90 43 90 41 
698 49 99 58 32 
699 75 86 99 67 
700 64 90 72 93 
701 96 72 84 64 
702 54 84 75 92 
703 75 63 26 49 
704 61 74 81 77 
705 30 40 58 78 
706 49 78 86 52 
707 80 46 48 95 
708 34 89 53 42 
709 38 46 65 85 
710 99 82 39 35 
711 26 60 57 98 
712 53 81 74 85 
713 46 27 77 59 
714 33 41 49 47 
715 26 40 84 59 
716 28 58 64 48 
717 81 77 46 65 
718 29 79 88 63 
719 75 40 83 58 
720 46 53 50 46 
721 68 99 35 59 
722 93 91 35 25 
723 45 79 80 63 
724 82 100 93 71 
725 96 69 67 82 
726 37 39 70 41 
727 66 67 99 55 
728 34 35 53 27 
729 95 81 46 96 
730 25 47 50 33 
731 91 47 35 96 
732 79 84 91 80 
733 61 66 93 82 
734 95 37 64 68 
735 85 86 91 36 
736 31 40 50 30 
