4 
1000 1000 1000 1000  
1 314 115 324 274 
2 221 309 150 122 
3 294 240 194 385 
4 369 363 158 150 
5 307 304 387 375 
6 174 385 395 361 
7 316 341 284 186 
8 198 284 169 341 
9 103 197 141 212 
10 357 213 120 369 
11 374 362 187 278 
12 202 230 342 324 
13 167 341 230 146 
14 204 198 395 347 
15 160 345 153 185 
16 106 304 340 303 
17 316 302 247 184 
18 180 339 305 360 
19 204 265 210 133 
20 213 256 383 324 
21 159 223 180 185 
22 330 390 123 382 
23 336 346 168 157 
24 370 162 322 192 
25 362 229 229 298 
26 106 224 132 173 
27 113 215 394 364 
28 294 139 193 384 
29 147 394 362 110 
30 353 170 269 378 
31 236 310 313 272 
32 162 161 212 267 
33 366 131 222 155 
34 295 215 217 199 
35 356 257 126 343 
36 340 298 110 251 
37 265 148 129 174 
38 191 319 117 155 
39 320 326 304 355 
40 296 128 280 124 
41 263 378 376 353 
42 287 294 377 138 
43 262 199 111 226 
44 137 303 331 100 
45 141 173 319 156 
46 387 271 354 202 
47 233 114 127 186 
48 129 227 343 249 
49 118 227 185 241 
50 358 214 330 377 
51 380 391 182 367 
52 109 383 356 302 
53 163 329 171 237 
54 210 212 107 294 
55 250 113 215 254 
56 256 155 276 322 
57 373 213 117 288 
58 379 199 156 257 
59 317 287 287 369 
60 394 172 236 321 
61 356 265 162 397 
62 259 187 222 258 
63 363 392 135 279 
64 131 230 130 165 
65 241 225 382 111 
66 156 158 335 109 
67 103 295 327 249 
68 146 135 386 141 
69 249 116 160 305 
70 382 333 207 384 
71 380 141 260 120 
72 395 205 178 139 
73 157 132 320 286 
74 108 241 112 118 
75 106 163 135 270 
76 111 111 344 360 
77 369 176 386 182 
78 293 224 296 388 
79 366 128 189 237 
80 369 160 203 215 
81 289 247 123 187 
82 209 289 351 397 
83 118 227 348 368 
84 201 195 228 306 
85 364 283 280 191 
86 143 236 104 257 
87 379 354 182 156 
88 356 345 292 218 
89 259 138 140 376 
90 100 192 382 307 
91 337 136 145 126 
92 370 333 242 214 
93 206 141 160 390 
94 255 189 192 295 
95 385 246 360 193 
96 378 282 254 262 
97 301 392 282 359 
98 393 170 385 380 
99 271 208 159 379 
100 113 315 390 265 
101 113 273 183 115 
102 237 292 248 179 
103 108 344 352 241 
104 183 395 156 237 
105 134 293 322 144 
106 262 299 153 136 
107 177 361 338 276 
108 134 233 202 230 
109 100 251 363 286 
110 311 307 190 150 
111 141 312 321 113 
112 384 140 214 367 
113 396 328 400 141 
114 344 188 272 270 
115 187 283 194 370 
116 166 193 205 283 
117 241 309 345 184 
118 183 230 335 230 
119 145 176 316 108 
120 380 197 329 211 
121 316 107 257 273 
122 299 316 358 352 
123 131 355 297 293 
124 199 224 113 101 
125 296 235 284 318 
126 248 271 308 233 
127 329 283 237 391 
128 226 361 221 310 
129 203 392 356 276 
130 134 217 207 379 
131 189 385 325 115 
132 379 149 368 147 
133 131 308 199 319 
134 246 387 142 170 
135 180 341 290 362 
136 140 182 116 156 
137 377 364 247 322 
138 115 273 290 337 
139 191 285 118 177 
140 174 390 344 183 
141 268 283 292 377 
142 321 240 152 307 
143 350 147 118 118 
144 158 321 128 116 
145 295 302 184 381 
146 201 201 113 105 
147 178 197 151 196 
148 170 212 284 400 
149 165 245 203 235 
150 349 309 171 244 
151 119 352 330 217 
152 289 385 105 156 
153 254 221 361 235 
154 361 258 162 167 
155 159 319 356 290 
156 125 226 285 213 
157 148 143 287 124 
158 297 362 245 186 
159 196 144 374 222 
160 245 249 152 325 
161 199 176 284 155 
162 205 205 378 157 
163 233 277 175 298 
164 353 186 363 203 
165 176 282 255 295 
166 246 170 382 198 
167 123 326 380 379 
168 115 266 245 186 
169 110 117 231 275 
170 363 219 225 182 
171 325 158 110 167 
172 160 269 132 202 
173 209 245 306 375 
174 339 268 174 221 
175 143 101 288 130 
176 238 333 207 357 
177 327 126 385 342 
178 199 166 273 159 
179 149 296 171 365 
180 265 264 103 147 
181 370 129 291 303 
182 171 112 390 275 
183 366 364 189 343 
184 185 144 313 329 
185 274 330 225 322 
186 127 394 312 306 
187 305 221 224 300 
188 285 269 332 205 
189 353 299 256 159 
190 116 347 291 282 
191 312 115 284 353 
192 400 346 371 280 
193 218 191 277 275 
194 398 391 243 201 
195 310 283 302 103 
196 391 360 313 386 
197 242 389 254 140 
198 277 371 147 111 
199 306 174 186 108 
200 210 128 332 267 
201 159 220 304 208 
202 197 100 234 139 
203 381 189 166 131 
204 398 132 390 339 
205 284 191 187 143 
206 297 378 221 177 
207 280 154 131 176 
208 366 290 259 120 
209 290 215 399 216 
210 220 327 259 219 
211 397 300 382 397 
212 364 110 346 327 
213 172 224 202 366 
214 236 345 182 379 
215 396 284 155 219 
216 349 384 164 198 
217 326 334 355 239 
218 236 319 134 143 
219 366 305 212 189 
220 249 100 134 307 
221 331 393 204 166 
222 178 373 108 205 
223 171 312 167 351 
224 173 388 371 189 
225 192 247 230 315 
226 377 233 331 183 
227 273 279 388 172 
228 263 222 269 359 
229 210 138 336 100 
230 336 242 261 213 
231 252 108 128 170 
232 108 267 268 203 
233 319 182 163 260 
234 245 113 391 258 
235 395 287 283 224 
236 144 364 349 208 
237 140 223 383 107 
238 224 309 386 302 
239 180 284 366 172 
240 315 281 324 120 
241 235 264 266 126 
242 334 193 329 300 
243 346 303 109 239 
244 379 292 290 304 
245 140 316 273 386 
246 389 125 265 141 
247 338 332 223 176 
248 361 176 225 179 
249 256 249 355 195 
250 129 120 280 263 
251 382 127 172 342 
252 276 343 240 248 
253 316 160 286 221 
254 399 360 118 363 
255 188 190 191 120 
256 277 264 155 367 
257 332 138 158 101 
258 177 345 163 109 
259 278 308 188 335 
260 228 279 123 347 
261 234 303 162 271 
262 392 302 177 297 
263 371 170 333 358 
264 120 384 348 258 
265 363 295 183 199 
266 322 132 208 144 
267 288 213 386 225 
268 214 117 321 334 
269 157 193 363 127 
270 184 352 371 395 
271 390 257 390 242 
272 290 374 164 332 
273 341 333 382 346 
274 144 148 205 128 
275 391 376 267 128 
276 134 243 327 266 
277 326 227 275 369 
278 349 348 315 203 
279 153 363 314 232 
280 261 200 315 186 
281 307 310 286 294 
282 206 196 100 351 
283 234 258 159 369 
284 288 268 124 157 
285 229 394 383 320 
286 135 239 265 197 
287 165 331 288 128 
288 387 371 331 189 
289 239 176 216 397 
290 121 233 369 347 
291 248 215 375 218 
292 173 182 212 200 
293 376 246 346 298 
294 359 182 152 167 
295 210 339 150 203 
296 340 117 223 371 
297 175 169 206 222 
298 315 113 368 387 
299 378 355 387 298 
300 276 263 369 317 
301 114 258 353 256 
302 305 272 387 276 
