4 
1000 1000 1000 1000  
1 165 129 153 115 
2 58 112 107 167 
3 54 152 113 197 
4 119 117 61 119 
5 121 117 85 173 
6 129 177 152 66 
7 170 182 97 162 
8 150 56 130 78 
9 103 133 116 129 
10 133 107 72 63 
11 56 59 180 135 
12 147 139 189 173 
13 171 74 144 188 
14 104 165 138 105 
15 57 156 196 144 
16 72 144 152 122 
17 139 106 105 163 
18 177 75 98 172 
19 169 98 126 128 
20 133 62 69 107 
21 111 194 94 148 
22 77 116 99 130 
23 169 165 145 160 
24 121 98 177 84 
25 146 83 179 54 
26 123 89 50 79 
27 142 103 164 155 
28 109 135 156 73 
29 116 103 129 162 
30 144 105 83 111 
31 152 62 162 196 
32 51 120 187 107 
33 76 102 191 146 
34 192 163 64 128 
35 65 177 159 122 
36 130 57 193 113 
37 120 181 60 100 
38 156 74 88 98 
39 117 72 77 187 
40 176 64 127 172 
41 177 61 100 110 
42 101 97 114 94 
43 116 75 138 117 
44 88 195 53 125 
45 189 123 85 148 
46 124 127 93 141 
47 135 133 90 174 
48 81 62 64 191 
49 90 197 57 69 
50 73 144 87 77 
51 128 158 104 85 
52 158 83 200 185 
53 101 171 125 124 
54 165 153 70 172 
55 158 171 110 131 
56 134 153 98 76 
57 150 56 171 54 
58 142 181 107 157 
59 94 50 183 77 
60 138 191 158 113 
61 188 177 164 146 
62 171 51 174 192 
63 96 70 112 114 
64 56 65 139 81 
65 111 106 50 85 
66 89 173 53 73 
67 128 159 77 145 
68 143 106 191 176 
69 150 197 199 124 
70 125 167 84 136 
71 125 138 110 173 
72 88 98 177 72 
73 195 191 102 192 
74 116 84 186 66 
75 188 63 104 168 
76 94 195 154 74 
77 55 149 123 193 
78 57 100 152 137 
79 61 118 102 98 
80 51 86 122 86 
81 140 113 89 109 
82 172 197 176 119 
83 53 80 69 193 
84 56 161 86 101 
85 83 163 181 115 
86 60 142 74 140 
87 125 100 117 150 
88 148 179 136 180 
89 167 127 105 148 
90 125 123 55 189 
91 117 135 98 78 
92 175 144 195 67 
93 88 82 171 156 
94 50 53 67 75 
95 102 80 60 94 
96 140 158 62 101 
97 154 162 177 159 
98 194 163 57 125 
99 135 111 193 168 
100 193 148 108 138 
101 184 129 142 185 
102 193 85 139 110 
103 154 96 63 65 
104 53 116 186 90 
105 134 55 149 185 
106 93 111 102 184 
107 83 130 173 50 
108 130 167 161 109 
109 127 54 179 200 
110 197 99 50 178 
111 166 192 131 100 
112 177 184 121 50 
113 57 93 76 161 
114 157 115 106 144 
115 145 159 125 78 
116 162 71 163 62 
117 156 72 127 78 
118 153 58 184 84 
119 112 184 89 83 
120 70 60 104 75 
121 86 181 179 198 
122 75 130 112 197 
123 136 118 160 186 
124 148 91 85 156 
125 59 128 64 122 
126 94 94 104 138 
127 114 58 141 115 
128 138 106 148 159 
129 74 73 68 59 
130 117 181 60 151 
131 199 120 120 133 
132 63 75 155 154 
133 64 89 85 89 
134 161 102 87 196 
135 174 179 129 89 
136 128 129 195 188 
137 171 79 53 121 
138 119 83 51 200 
139 168 99 136 194 
140 123 172 183 100 
141 74 178 147 52 
142 159 62 142 52 
143 67 167 190 155 
144 78 135 53 118 
145 196 134 179 87 
146 55 53 134 153 
147 129 118 84 68 
148 63 199 116 151 
149 120 146 83 135 
150 79 60 196 178 
151 56 184 199 184 
152 167 176 108 173 
153 103 70 63 102 
154 52 76 182 59 
155 165 74 73 115 
156 100 72 79 165 
157 170 191 72 197 
158 51 157 119 172 
159 64 121 182 174 
160 100 96 124 176 
161 187 87 78 96 
162 131 177 149 129 
163 116 143 101 133 
164 158 131 82 140 
165 159 97 109 101 
166 198 199 138 160 
167 122 161 60 189 
168 195 67 193 162 
169 52 81 115 146 
170 112 174 131 194 
171 193 105 112 65 
172 189 162 119 82 
173 65 193 136 69 
174 180 71 113 195 
175 123 65 72 177 
176 174 77 111 90 
177 93 93 96 188 
178 111 197 156 65 
179 199 130 117 89 
180 62 70 138 74 
181 84 193 89 99 
182 63 72 176 162 
183 137 175 156 107 
184 70 144 176 117 
185 53 52 74 82 
186 87 64 147 66 
187 146 142 55 102 
188 76 102 117 151 
189 164 75 194 108 
190 183 144 108 100 
191 50 165 189 163 
192 72 66 165 149 
193 64 119 86 164 
194 67 84 181 197 
195 135 65 109 129 
196 134 163 96 119 
197 98 51 70 92 
198 118 65 149 65 
199 133 94 157 71 
200 100 79 81 89 
201 83 94 191 97 
202 133 158 162 150 
203 52 59 136 99 
204 162 73 71 174 
205 168 167 181 185 
206 133 141 169 57 
207 158 50 140 93 
208 187 164 76 88 
209 90 142 183 91 
210 146 106 195 148 
211 151 55 68 117 
212 140 182 115 78 
213 196 76 180 177 
214 153 130 67 167 
215 136 196 200 184 
216 64 147 77 104 
217 138 146 114 162 
218 175 193 70 168 
219 79 169 102 166 
220 123 125 84 67 
221 120 95 157 180 
222 135 85 134 64 
223 130 159 182 93 
224 170 117 176 172 
225 61 122 169 158 
226 67 175 83 181 
227 89 80 179 130 
228 165 148 174 96 
229 169 99 189 116 
230 84 61 187 78 
231 160 64 60 89 
232 81 185 74 153 
233 126 147 66 188 
234 133 150 85 167 
235 166 61 90 54 
236 77 119 192 80 
237 192 149 84 112 
238 153 93 193 119 
239 129 69 103 108 
240 81 197 176 146 
241 71 138 96 131 
242 117 154 52 138 
243 189 96 173 53 
244 122 120 147 68 
245 200 181 89 156 
246 182 128 77 120 
247 117 79 161 192 
248 104 100 103 76 
249 183 121 177 195 
250 93 53 116 159 
251 62 75 53 91 
252 156 198 87 155 
253 66 175 52 167 
254 131 112 199 140 
255 116 187 143 194 
256 106 112 138 198 
257 132 190 123 169 
258 142 192 172 167 
