4 
1000 1000 1000 1000  
1 653 423 238 514 
2 563 558 779 243 
3 552 589 569 229 
4 200 328 587 773 
5 508 390 506 330 
6 560 720 213 408 
7 221 456 223 384 
8 663 553 466 540 
9 282 569 460 765 
10 739 215 567 737 
11 504 284 590 391 
12 549 586 373 423 
13 239 254 361 753 
14 272 724 355 622 
15 749 585 631 532 
16 504 529 743 469 
17 646 677 534 218 
18 316 279 536 709 
19 462 618 664 237 
20 271 410 217 221 
21 482 354 583 734 
22 617 530 541 463 
23 633 673 412 291 
24 505 545 739 573 
25 476 329 708 409 
26 348 323 392 791 
27 590 528 599 233 
28 382 510 502 210 
29 404 437 249 636 
30 353 683 443 793 
31 374 365 237 470 
32 677 477 669 361 
33 601 538 295 284 
34 475 501 617 416 
35 789 701 648 290 
36 779 512 319 658 
37 401 584 521 530 
38 594 306 237 683 
39 369 444 469 660 
40 625 469 658 668 
41 385 630 599 545 
42 409 461 797 665 
43 350 616 741 389 
44 391 704 755 405 
45 547 507 250 232 
46 468 397 520 779 
47 414 270 238 290 
48 768 703 789 729 
49 490 471 305 757 
50 582 469 512 368 
51 765 243 455 552 
52 543 746 349 220 
53 651 499 246 671 
54 215 780 502 630 
55 768 308 698 376 
56 363 562 436 426 
57 313 458 292 610 
58 286 524 347 551 
59 761 604 424 715 
60 245 356 578 524 
61 436 546 266 548 
62 569 534 750 543 
63 307 573 634 437 
64 423 754 737 530 
65 568 710 441 373 
66 245 306 642 275 
67 492 315 635 373 
68 763 580 408 606 
69 369 632 629 469 
70 621 419 434 689 
71 618 248 610 516 
72 393 510 637 267 
73 621 212 518 418 
74 473 344 699 495 
75 297 704 563 733 
76 205 580 651 246 
77 750 529 730 628 
78 676 747 211 447 
79 468 417 686 399 
80 332 607 687 515 
81 486 216 754 571 
82 655 650 242 267 
83 312 382 482 602 
84 528 241 707 597 
85 604 287 244 308 
86 267 258 372 733 
87 297 749 377 643 
88 414 767 282 558 
89 708 594 522 288 
90 495 712 729 214 
91 747 765 534 343 
92 594 631 459 524 
93 388 548 250 324 
94 689 574 325 712 
95 307 622 343 634 
96 736 482 347 202 
97 387 563 552 249 
98 382 550 433 372 
99 515 355 251 484 
100 426 314 580 793 
101 449 445 489 680 
102 323 635 524 761 
103 502 547 719 526 
104 783 317 382 502 
105 292 290 733 478 
106 537 367 309 312 
107 426 270 409 272 
108 591 519 205 477 
109 467 255 256 382 
110 747 630 749 532 
111 752 277 744 276 
112 436 370 743 528 
113 486 759 491 459 
114 398 282 426 204 
115 233 442 595 768 
116 604 762 541 786 
117 774 250 541 562 
118 782 749 411 776 
119 501 212 485 431 
120 701 607 204 214 
121 342 270 557 609 
122 382 644 288 741 
123 795 231 526 546 
124 439 569 327 311 
125 317 480 543 210 
126 331 748 770 212 
127 370 687 720 208 
128 628 534 794 350 
129 384 781 728 263 
130 793 210 426 227 
131 305 516 636 342 
132 311 357 299 261 
133 484 735 779 307 
134 437 480 780 327 
135 637 702 287 534 
136 616 328 373 414 
137 786 278 370 215 
138 409 605 383 796 
139 502 208 326 240 
140 600 238 627 595 
141 690 783 372 515 
142 767 464 375 648 
143 459 257 598 734 
144 728 691 354 721 
145 722 647 464 267 
146 297 339 473 201 
147 467 562 706 408 
148 434 574 295 301 
149 209 624 516 521 
150 494 764 461 353 
151 340 760 281 479 
152 483 712 800 496 
153 372 540 463 229 
154 725 269 596 735 
155 562 726 449 644 
156 749 493 587 227 
157 679 670 671 769 
158 623 399 291 308 
159 562 660 294 670 
160 614 279 478 368 
161 790 426 212 534 
162 530 504 438 283 
163 446 645 740 458 
164 483 335 793 229 
165 232 798 467 205 
166 529 354 302 774 
167 666 788 471 303 
168 485 691 519 258 
169 606 519 610 460 
170 223 687 462 616 
171 268 558 586 492 
172 563 542 431 556 
173 527 394 390 683 
174 579 712 733 709 
175 737 372 683 348 
176 302 682 614 541 
177 431 421 307 381 
178 406 417 271 775 
179 303 570 529 711 
180 321 657 240 365 
181 279 509 777 640 
182 732 328 340 752 
183 650 526 364 554 
184 702 646 228 580 
185 500 239 441 437 
186 751 239 303 660 
187 536 378 369 676 
188 704 432 674 405 
189 418 363 259 467 
190 730 651 349 448 
191 757 580 399 218 
192 441 750 544 688 
193 549 377 767 396 
194 779 266 546 394 
195 681 663 419 263 
196 325 361 315 258 
197 252 497 316 716 
198 510 311 534 620 
199 354 605 609 629 
200 235 591 528 715 
201 665 560 718 612 
202 232 575 487 563 
203 367 524 359 736 
204 507 619 591 659 
205 610 796 202 250 
206 489 424 773 202 
207 692 661 436 439 
208 547 530 422 219 
209 786 773 694 500 
210 401 751 335 479 
211 562 494 405 250 
212 318 544 380 378 
213 413 673 704 749 
214 768 577 690 545 
215 498 700 507 327 
216 506 770 497 703 
217 784 665 259 783 
218 572 446 429 654 
219 330 306 594 597 
220 473 739 310 256 
221 247 649 399 404 
222 277 557 251 714 
223 329 591 639 727 
224 405 722 747 388 
225 493 218 773 641 
226 658 531 739 335 
227 223 638 591 247 
228 291 693 278 488 
229 763 571 650 366 
230 652 593 747 408 
231 466 389 703 725 
232 396 424 532 224 
233 408 631 673 214 
234 224 431 727 631 
235 742 201 451 402 
236 716 695 250 242 
237 498 618 466 544 
238 234 346 380 554 
239 308 389 513 587 
240 217 326 443 390 
241 706 243 689 615 
242 557 437 575 270 
243 753 387 413 762 
244 383 466 267 419 
245 354 766 427 611 
246 528 502 440 538 
247 467 304 290 684 
248 590 742 240 447 
249 595 243 542 686 
250 286 363 712 432 
251 464 734 638 609 
252 277 308 688 549 
253 436 647 616 291 
254 466 691 767 575 
255 536 758 280 406 
256 599 724 285 308 
257 586 260 487 389 
258 787 795 358 715 
259 640 781 666 313 
260 450 309 268 567 
261 569 663 750 747 
262 512 555 364 621 
263 533 626 321 283 
264 252 732 389 796 
265 432 316 339 784 
266 514 370 401 527 
267 405 255 687 743 
268 468 647 286 614 
269 728 550 466 542 
270 477 545 517 290 
271 534 571 577 535 
272 684 683 246 504 
273 476 222 348 209 
274 492 698 258 375 
275 402 766 674 220 
276 646 515 358 787 
277 523 257 439 733 
278 446 551 666 549 
279 698 657 549 494 
280 685 549 567 209 
281 626 551 247 718 
282 354 740 733 683 
283 522 203 790 207 
284 481 774 691 481 
285 248 300 246 285 
286 605 502 360 688 
287 744 531 646 675 
288 203 476 498 716 
289 356 677 202 799 
290 519 521 495 632 
291 656 558 677 359 
292 697 730 316 441 
293 501 369 647 405 
294 548 579 442 322 
295 788 625 727 243 
296 347 512 732 663 
297 682 471 567 518 
298 328 726 312 364 
299 647 291 241 543 
300 760 723 200 317 
301 773 520 304 468 
302 635 393 272 659 
303 290 695 486 575 
304 528 636 700 561 
305 534 258 241 558 
306 341 475 561 445 
307 681 294 364 465 
308 599 488 297 750 
309 466 582 494 689 
310 615 222 655 585 
311 541 239 750 371 
312 233 223 753 554 
313 501 746 654 412 
314 675 399 383 614 
315 232 742 562 607 
316 551 762 401 431 
317 546 310 588 286 
318 238 444 245 294 
319 718 269 345 320 
320 578 352 700 707 
321 552 654 466 278 
322 588 344 639 451 
323 756 402 296 781 
324 587 484 419 477 
325 482 582 704 321 
326 310 447 297 287 
327 613 254 785 728 
328 683 432 792 694 
329 730 432 468 782 
330 297 636 515 289 
331 764 302 589 293 
332 312 421 326 443 
333 408 753 299 210 
334 711 320 392 251 
335 710 308 336 742 
336 587 738 264 670 
337 489 729 612 423 
338 691 545 447 288 
339 664 522 404 650 
340 641 575 713 716 
341 324 504 736 490 
342 657 648 580 413 
343 308 673 796 641 
344 679 638 234 253 
345 395 367 387 452 
346 486 250 400 652 
347 221 238 472 216 
348 328 630 250 330 
349 616 767 291 441 
350 794 405 540 398 
351 470 324 489 751 
352 539 772 279 571 
353 349 546 684 246 
354 622 226 527 733 
355 459 585 755 719 
356 297 309 360 737 
357 797 231 321 371 
358 600 225 660 719 
359 505 313 708 717 
360 215 731 792 576 
361 264 732 402 746 
362 506 361 779 556 
363 450 245 480 780 
364 218 219 206 562 
365 416 619 641 425 
366 609 576 537 751 
367 498 335 496 509 
368 413 509 400 790 
369 693 353 269 396 
370 759 549 449 668 
371 288 645 467 691 
372 212 714 259 339 
373 320 526 463 375 
374 364 656 595 419 
375 493 297 686 521 
376 237 483 725 579 
377 646 583 370 733 
378 750 685 407 419 
379 295 454 769 414 
380 426 549 498 426 
381 799 533 690 520 
382 261 405 686 745 
383 271 677 558 222 
384 472 371 289 483 
385 543 694 489 728 
386 688 733 629 612 
387 578 789 518 626 
388 240 488 347 778 
389 749 718 341 563 
390 316 426 343 649 
391 605 714 392 752 
392 490 725 667 205 
393 797 451 727 254 
394 721 537 762 364 
395 216 331 545 315 
396 412 274 688 777 
397 218 689 249 431 
398 446 556 468 702 
399 411 414 340 480 
400 573 464 628 500 
401 503 419 646 639 
402 523 294 642 512 
403 531 561 460 533 
404 552 332 738 218 
405 763 240 262 448 
406 697 735 362 482 
407 251 447 267 712 
408 334 461 588 217 
409 661 394 396 343 
410 281 708 439 405 
411 796 582 401 235 
412 758 671 683 712 
413 324 361 794 675 
414 751 424 601 463 
415 604 732 439 560 
416 559 280 606 298 
417 751 392 482 712 
418 414 520 516 750 
419 416 255 595 390 
420 394 403 744 337 
421 484 233 588 794 
422 465 323 220 573 
423 364 770 592 548 
424 377 740 491 791 
425 456 539 200 666 
426 223 288 523 507 
427 208 225 391 435 
428 253 608 477 756 
429 356 795 647 504 
430 553 545 310 648 
431 456 271 357 481 
432 385 548 345 273 
433 683 312 470 456 
434 601 590 472 509 
435 578 613 333 338 
436 508 637 518 402 
437 769 573 721 384 
438 686 572 229 799 
439 680 671 469 393 
440 380 721 735 699 
441 231 550 298 514 
442 251 534 434 690 
443 257 216 728 433 
444 331 752 260 407 
445 499 761 528 679 
446 459 762 440 323 
447 297 634 422 700 
448 665 557 500 565 
449 796 368 590 761 
450 393 622 614 566 
451 304 662 298 503 
452 256 348 573 536 
453 416 498 340 357 
454 641 730 538 705 
455 243 544 653 237 
456 580 435 626 782 
457 346 337 454 304 
458 642 739 485 795 
459 781 672 615 770 
460 560 641 432 797 
461 523 657 292 264 
462 319 339 383 400 
463 302 742 362 556 
464 581 775 330 284 
465 702 315 483 747 
466 222 224 408 212 
467 744 563 242 366 
468 465 700 247 370 
469 563 692 753 286 
470 788 587 587 416 
471 316 621 570 752 
472 779 393 739 302 
473 334 466 800 655 
474 584 656 745 502 
475 286 400 226 302 
476 589 791 212 729 
477 461 514 466 708 
478 490 512 214 768 
479 463 392 575 426 
480 359 311 436 597 
481 598 458 712 258 
482 298 373 323 259 
483 655 784 232 654 
484 200 734 413 581 
485 675 383 573 730 
486 329 414 766 441 
487 436 245 215 228 
488 568 507 576 686 
489 769 370 210 778 
490 633 221 534 545 
491 794 267 447 380 
492 786 450 591 585 
493 765 692 773 400 
494 689 434 431 206 
495 533 561 704 299 
496 364 726 331 679 
497 703 539 259 463 
498 627 681 379 646 
499 642 747 532 485 
500 669 260 475 406 
501 620 602 763 376 
502 201 313 553 665 
503 304 524 526 454 
504 661 672 245 403 
505 367 333 526 332 
506 293 501 206 300 
507 238 572 479 365 
508 413 346 494 249 
509 763 563 458 793 
510 331 524 788 444 
511 297 324 586 247 
512 338 529 222 217 
513 689 446 404 647 
514 204 381 642 383 
515 614 762 418 257 
516 702 769 548 323 
517 245 335 796 621 
518 503 626 304 395 
519 800 531 456 347 
520 412 733 661 442 
521 641 571 759 756 
522 661 236 481 686 
523 771 410 505 336 
524 585 288 655 210 
525 658 638 691 261 
526 430 364 637 782 
527 381 673 393 307 
528 265 648 740 403 
529 376 778 727 300 
530 344 286 415 752 
531 789 616 301 578 
532 298 623 580 488 
533 434 501 754 571 
534 479 451 612 387 
535 347 348 245 497 
536 621 695 472 368 
537 642 724 697 583 
538 673 784 216 700 
539 347 251 338 315 
540 319 423 449 458 
541 407 615 464 508 
542 429 219 742 340 
543 537 675 778 780 
544 203 744 609 693 
545 729 355 263 402 
546 248 246 477 628 
547 230 269 363 373 
548 427 300 648 703 
549 378 204 747 555 
550 575 647 370 772 
551 260 541 687 441 
552 765 736 337 460 
553 276 800 621 315 
554 786 375 505 717 
555 794 796 581 762 
556 552 774 201 224 
557 354 704 723 550 
558 367 449 267 284 
559 730 348 274 617 
560 644 475 361 320 
561 678 485 530 608 
562 446 375 609 307 
563 698 786 553 315 
564 771 761 800 795 
565 371 359 269 440 
566 700 248 274 235 
567 787 288 683 623 
568 653 530 548 720 
569 576 243 799 563 
570 638 262 681 244 
571 392 204 224 442 
572 512 525 328 637 
573 316 737 204 634 
574 574 347 279 775 
575 289 248 484 534 
576 674 710 416 299 
577 266 614 561 484 
578 262 744 783 258 
579 345 767 330 576 
580 382 667 291 591 
581 730 519 463 716 
582 641 777 557 514 
583 469 212 374 459 
584 479 213 464 639 
585 225 488 732 781 
586 687 718 283 425 
587 730 525 703 431 
588 667 266 213 800 
589 528 433 526 471 
590 282 375 684 436 
591 292 350 358 483 
592 655 707 756 650 
593 439 673 785 787 
594 340 766 661 613 
595 257 370 494 250 
596 702 460 782 632 
597 564 531 517 326 
598 724 205 785 655 
599 540 746 248 615 
600 433 368 319 478 
601 451 223 561 417 
602 687 307 647 649 
603 621 648 417 527 
604 409 792 361 212 
605 280 291 361 300 
606 668 558 216 382 
607 581 601 779 356 
608 221 361 345 220 
609 738 743 399 731 
610 608 461 753 655 
611 204 465 467 274 
612 382 645 535 483 
613 532 590 547 482 
614 472 800 278 221 
615 765 615 713 572 
616 618 487 448 734 
617 220 775 231 637 
618 394 459 795 542 
619 403 544 752 480 
620 228 548 583 711 
621 265 566 545 673 
622 282 614 567 687 
623 752 677 440 531 
624 378 268 610 366 
625 439 595 570 635 
626 584 548 788 410 
627 654 237 713 231 
628 451 621 440 615 
629 337 558 734 390 
630 473 666 334 480 
631 721 283 229 444 
632 371 643 650 406 
633 294 545 370 695 
634 642 490 646 786 
635 574 773 301 583 
636 267 587 333 267 
637 675 285 685 436 
638 211 356 338 612 
639 568 673 681 427 
640 268 403 304 740 
641 579 356 665 541 
642 754 744 623 647 
643 697 790 421 503 
644 780 375 710 611 
645 471 462 501 535 
646 349 329 611 670 
647 297 499 294 310 
648 296 490 714 333 
649 552 410 482 619 
650 542 501 375 784 
651 355 740 672 733 
652 615 467 582 654 
653 207 437 516 665 
654 412 343 700 419 
655 233 799 581 415 
656 693 285 296 770 
657 438 676 528 323 
658 323 642 401 467 
659 471 622 420 598 
660 242 513 663 735 
661 346 498 650 236 
662 556 754 568 662 
663 545 333 637 341 
664 394 416 362 556 
665 381 603 675 714 
666 225 461 274 735 
667 335 379 739 365 
668 549 294 722 499 
669 412 344 373 321 
670 423 705 698 361 
671 778 333 628 263 
672 446 564 474 204 
673 247 595 525 529 
674 417 488 273 648 
675 585 493 441 625 
676 760 401 653 216 
677 304 388 765 583 
678 486 562 396 498 
679 390 539 499 721 
680 519 735 267 786 
681 619 737 783 603 
682 261 421 203 267 
683 395 782 607 277 
684 435 670 319 653 
685 344 226 479 297 
686 623 241 571 421 
687 586 669 651 589 
688 695 354 358 205 
689 277 386 339 630 
690 779 743 703 528 
691 594 301 288 389 
692 560 236 569 382 
693 772 294 479 274 
694 315 393 324 537 
695 727 675 308 722 
696 776 466 656 347 
697 326 464 296 371 
698 391 763 681 800 
699 510 597 667 345 
700 710 398 315 333 
701 757 420 410 475 
702 394 664 740 611 
703 514 482 683 222 
704 771 425 465 266 
705 637 289 336 733 
706 490 584 737 401 
707 655 438 347 743 
708 241 626 732 382 
709 592 668 786 405 
710 431 579 493 587 
711 270 690 683 341 
712 263 636 564 463 
713 364 297 367 782 
714 612 741 730 325 
715 358 404 401 783 
