4 
40 40 40 40  
1 5 15 23 30 
2 17 22 30 10 
3 22 33 9 25 
4 26 28 11 4 
5 17 24 3 6 
6 11 21 20 16 
7 26 9 1 18 
8 14 26 22 26 
9 24 10 6 30 
10 26 2 32 24 
11 18 4 17 11 
12 23 3 30 18 
13 21 25 20 28 
14 20 5 29 7 
15 28 21 5 32 
16 7 4 29 1 
17 12 23 35 9 
18 10 14 14 28 
19 33 13 11 24 
20 27 23 6 25 
21 27 33 25 10 
22 22 22 2 24 
23 5 4 23 34 
24 23 3 16 6 
25 1 9 17 28 
26 6 14 13 2 
27 35 34 17 2 
28 14 24 17 32 
29 15 33 33 16 
30 12 17 35 23 
31 21 32 32 1 
32 25 9 10 22 
33 8 11 34 27 
34 34 3 16 3 
35 3 32 32 34 
36 17 23 30 21 
37 15 28 26 20 
38 10 6 5 22 
39 15 28 15 18 
40 29 20 4 28 
41 18 28 12 21 
42 14 11 8 35 
43 14 10 18 30 
44 2 15 8 10 
45 2 33 18 20 
46 2 29 26 21 
47 2 32 5 12 
48 28 25 2 13 
49 16 4 3 8 
50 10 22 33 3 
51 1 24 6 13 
52 20 28 23 32 
53 9 3 16 28 
54 35 26 17 34 
55 31 20 14 23 
56 19 14 33 14 
57 26 2 10 13 
58 12 18 2 7 
59 4 34 27 35 
60 6 4 26 5 
61 7 18 24 14 
62 4 21 34 28 
63 15 35 16 16 
64 2 11 9 16 
65 19 3 30 21 
66 6 27 13 21 
67 20 35 27 35 
68 22 9 5 24 
69 24 31 22 1 
70 23 11 25 3 
71 31 26 4 13 
72 13 1 18 3 
73 10 22 3 24 
74 33 12 28 33 
75 18 33 30 18 
76 21 29 25 31 
77 26 34 26 5 
78 13 21 11 9 
79 6 9 7 7 
80 26 8 26 30 
81 31 9 33 16 
82 27 16 3 7 
83 35 15 12 11 
84 19 1 25 28 
85 27 28 17 16 
86 28 9 25 34 
87 30 7 13 30 
88 12 28 13 25 
89 12 11 24 32 
90 5 31 29 11 
91 4 31 22 6 
92 18 9 20 11 
93 32 24 19 28 
94 11 31 31 19 
95 18 27 27 6 
96 7 7 26 32 
97 30 12 22 14 
98 2 18 20 19 
99 2 34 26 11 
100 24 22 31 10 
101 23 29 26 12 
102 16 31 22 15 
103 11 24 6 2 
104 11 28 25 26 
105 11 21 8 4 
106 24 1 14 11 
107 16 29 6 10 
108 11 26 4 29 
109 25 28 24 27 
110 10 22 10 26 
111 5 4 35 9 
112 27 20 25 29 
113 12 34 7 34 
114 32 23 9 35 
115 6 32 35 26 
116 8 24 6 15 
117 22 34 21 13 
118 25 21 14 1 
119 10 2 19 1 
120 27 18 19 14 
121 22 35 29 30 
122 22 8 17 3 
