4 
1000 1000 1000 1000  
1 83 45 37 92 
2 29 56 87 76 
3 64 93 86 52 
4 83 88 43 71 
5 53 57 42 27 
6 82 94 82 36 
7 92 52 32 30 
8 76 83 68 46 
9 41 27 40 91 
10 92 50 92 54 
11 93 31 34 35 
12 79 49 48 47 
13 65 90 74 99 
14 26 93 86 48 
15 27 53 29 95 
16 62 83 36 91 
17 65 59 39 67 
18 94 55 33 72 
19 27 67 47 65 
20 48 29 63 84 
21 42 56 78 63 
22 57 95 83 74 
23 76 57 78 67 
24 30 72 35 86 
25 95 25 80 30 
26 35 73 92 36 
27 37 100 56 55 
28 41 33 37 53 
29 96 83 62 68 
30 47 100 100 34 
31 43 57 49 54 
32 37 81 49 37 
33 45 40 63 32 
34 61 66 38 80 
35 100 46 91 72 
36 55 80 74 57 
37 75 26 51 58 
38 75 80 35 85 
39 74 35 92 58 
40 35 43 36 82 
41 71 71 26 73 
42 49 44 82 39 
43 98 53 92 61 
44 49 28 44 87 
45 89 63 59 94 
46 95 75 69 44 
47 88 64 59 74 
48 67 99 71 69 
49 80 33 55 45 
50 60 80 40 28 
51 92 51 79 81 
52 28 99 57 40 
53 42 36 85 97 
54 79 94 55 97 
55 48 69 100 81 
56 55 52 94 70 
57 52 60 40 43 
58 50 49 47 47 
59 88 93 34 66 
60 28 70 92 36 
61 52 94 62 42 
62 44 33 35 75 
63 36 79 27 98 
64 69 28 46 59 
65 39 83 86 87 
66 62 57 35 43 
67 84 67 26 81 
68 65 87 55 80 
69 52 51 92 35 
70 37 40 35 96 
71 27 97 72 43 
72 41 70 90 35 
73 28 35 79 93 
74 100 93 50 90 
75 46 69 51 56 
76 69 85 42 90 
77 42 59 64 56 
78 56 94 68 37 
79 78 40 64 47 
80 67 88 56 94 
81 25 96 59 47 
82 25 62 39 32 
83 88 40 34 57 
84 76 97 43 38 
85 27 73 51 73 
86 71 69 51 36 
87 25 90 44 75 
88 92 26 40 77 
89 54 43 71 43 
90 61 56 83 62 
91 79 98 78 68 
92 68 63 74 30 
93 30 82 81 99 
94 33 47 61 40 
95 93 44 49 89 
96 99 63 66 91 
97 26 83 39 77 
98 90 27 58 54 
99 54 73 89 33 
100 64 79 30 80 
101 87 70 49 98 
102 87 73 26 56 
103 79 95 84 69 
104 71 48 80 71 
105 74 96 60 93 
106 78 36 57 77 
107 30 86 84 44 
108 85 32 67 90 
109 88 69 87 68 
110 67 32 98 47 
111 26 64 29 90 
112 85 47 84 67 
113 33 54 69 60 
114 53 61 80 93 
115 89 31 87 29 
116 67 95 98 72 
117 90 97 76 84 
118 74 51 88 32 
119 39 47 45 42 
120 96 38 37 34 
121 30 54 78 37 
122 85 89 97 42 
123 51 33 62 49 
124 66 80 96 29 
125 71 57 37 31 
126 35 96 26 46 
127 63 64 79 74 
128 37 68 61 54 
129 46 31 35 94 
130 32 63 87 100 
131 73 81 56 25 
132 46 74 34 66 
133 29 53 93 70 
134 86 66 38 28 
135 30 33 55 32 
136 30 75 61 58 
137 67 54 73 74 
138 97 64 74 57 
139 32 80 67 30 
140 59 61 53 80 
141 46 76 51 76 
142 25 62 35 47 
143 31 80 65 69 
144 50 60 59 37 
145 37 55 64 93 
146 99 69 44 63 
147 59 75 39 50 
148 43 29 51 49 
149 45 52 100 80 
150 50 51 75 63 
151 80 78 91 99 
152 67 32 55 42 
153 42 72 81 50 
154 88 37 65 53 
155 98 90 97 91 
156 28 47 62 92 
157 58 82 47 86 
158 89 96 29 92 
159 87 55 73 40 
160 32 84 70 89 
161 30 92 72 77 
162 55 82 35 34 
163 71 84 53 26 
164 69 49 80 40 
165 34 71 29 78 
166 93 89 52 45 
167 36 76 27 51 
168 35 71 99 56 
169 97 95 71 27 
170 29 78 77 40 
171 50 75 33 84 
172 32 74 92 86 
173 28 37 68 26 
174 78 52 70 34 
175 53 59 47 46 
176 50 74 55 69 
177 32 90 47 95 
178 41 69 81 31 
179 86 68 54 74 
180 84 80 30 70 
181 56 45 83 71 
182 88 75 30 83 
183 39 52 55 51 
184 68 67 78 69 
185 52 40 64 66 
186 83 93 80 72 
187 64 83 63 93 
188 26 80 84 81 
189 75 63 88 91 
190 49 94 39 92 
191 55 65 32 53 
192 46 36 96 52 
193 76 97 39 46 
194 31 70 69 52 
195 32 49 94 83 
196 53 74 92 88 
197 39 52 67 79 
198 90 81 29 81 
199 87 61 33 29 
200 91 59 38 80 
201 58 42 53 30 
202 78 71 55 97 
203 28 45 76 55 
204 64 82 92 100 
205 69 25 68 50 
206 84 32 100 88 
207 33 67 59 60 
208 76 34 32 29 
209 38 49 52 52 
210 35 51 75 61 
211 50 72 95 81 
212 73 79 38 31 
213 65 40 41 54 
214 31 68 34 45 
215 93 77 72 68 
216 26 74 52 42 
217 95 64 67 32 
218 80 46 88 71 
219 91 36 32 66 
220 52 46 26 50 
221 83 34 85 90 
222 40 89 25 52 
223 56 60 98 78 
224 95 40 62 30 
225 38 48 42 30 
226 63 75 57 45 
227 75 93 73 80 
228 42 73 91 37 
229 89 52 64 80 
230 79 25 83 74 
231 75 97 37 88 
232 37 26 100 84 
233 51 76 69 92 
234 47 43 86 25 
235 64 99 72 97 
236 25 49 69 88 
237 85 73 34 63 
238 36 80 75 34 
239 77 72 87 37 
240 80 75 90 71 
241 67 30 56 79 
242 30 81 82 56 
243 84 92 93 88 
244 45 45 30 83 
245 63 37 91 50 
246 87 49 71 57 
247 85 100 66 38 
248 64 98 90 48 
249 38 53 49 31 
250 83 52 57 82 
251 63 32 92 85 
252 49 80 50 30 
253 70 98 53 33 
254 62 50 79 39 
255 47 62 81 39 
256 100 41 93 55 
257 35 53 82 35 
258 51 42 27 64 
259 78 94 85 28 
260 27 75 61 76 
261 49 88 29 58 
262 51 59 70 41 
263 97 69 36 25 
264 79 73 47 94 
265 61 79 58 53 
266 83 72 25 28 
267 80 75 40 61 
268 34 51 69 85 
269 31 73 50 83 
270 40 70 56 97 
271 46 35 83 54 
272 95 37 71 69 
273 83 35 44 61 
274 99 45 90 56 
275 62 44 25 41 
276 56 28 49 78 
277 25 82 76 53 
278 48 74 93 92 
279 63 42 78 48 
280 51 90 61 72 
281 28 34 86 53 
282 53 30 75 35 
283 33 56 77 38 
284 79 85 75 39 
285 77 34 83 55 
286 50 87 88 64 
287 92 34 87 33 
288 90 71 28 28 
289 95 83 49 71 
290 100 80 81 79 
291 35 49 56 44 
292 48 32 85 48 
293 63 26 87 45 
294 54 91 92 50 
295 58 73 35 58 
296 85 64 83 48 
297 70 44 81 35 
298 91 30 31 38 
299 44 25 99 89 
300 100 58 95 100 
301 40 98 29 49 
302 42 98 53 61 
303 38 42 74 27 
304 52 60 53 100 
305 55 68 85 88 
306 46 37 25 52 
307 96 99 43 53 
308 56 42 98 38 
309 98 95 90 77 
310 83 58 34 80 
311 37 86 86 75 
312 77 77 42 82 
313 97 50 64 69 
314 95 43 41 79 
315 80 61 57 93 
316 33 60 44 88 
317 72 100 50 66 
318 41 78 64 96 
319 28 32 37 36 
320 93 89 88 66 
321 94 79 88 37 
322 82 88 96 49 
323 39 85 55 95 
324 65 29 50 61 
325 63 27 37 64 
326 72 30 45 62 
327 96 54 78 37 
328 91 51 39 51 
329 54 57 79 56 
330 82 96 51 58 
331 37 78 30 85 
332 81 99 33 91 
333 84 72 66 57 
334 64 85 28 68 
335 98 28 83 58 
336 59 27 91 31 
337 88 83 88 90 
338 45 37 60 62 
339 79 54 44 56 
340 85 51 56 63 
341 84 65 26 33 
342 100 84 52 87 
343 65 63 64 65 
344 65 83 29 54 
345 50 30 60 30 
346 45 81 100 46 
347 66 32 49 25 
348 72 48 74 91 
349 61 97 76 28 
