4 
1000 1000 1000 1000  
1 47 41 48 96 
2 88 77 36 52 
3 99 87 46 71 
4 87 80 68 29 
5 69 75 87 53 
6 25 67 47 70 
7 65 92 47 36 
8 50 71 61 95 
9 68 60 64 76 
10 41 92 36 76 
11 49 28 97 73 
12 76 36 83 84 
13 96 37 36 100 
14 78 36 98 57 
15 27 75 80 87 
16 42 25 72 48 
17 68 37 26 33 
18 38 80 91 73 
19 68 77 59 30 
20 74 47 100 47 
21 58 61 91 64 
22 54 92 43 80 
23 75 97 86 61 
24 38 43 68 68 
25 91 96 60 50 
26 87 51 78 73 
27 62 46 32 68 
28 87 62 46 52 
29 27 54 62 59 
30 96 31 100 86 
31 89 95 79 92 
32 61 94 96 79 
33 77 100 66 32 
34 30 29 26 83 
35 69 46 99 96 
36 65 62 30 99 
37 90 59 87 56 
38 38 31 89 56 
39 46 50 77 50 
40 62 68 32 57 
41 87 82 29 69 
42 89 86 80 28 
43 33 79 61 65 
44 93 99 100 93 
45 36 72 38 33 
46 39 27 100 69 
47 28 34 51 66 
48 36 99 40 56 
49 27 33 82 33 
50 84 25 95 34 
51 51 39 51 74 
52 76 95 94 93 
53 57 43 91 49 
54 98 35 96 76 
55 75 75 47 40 
56 64 58 79 38 
57 67 89 49 55 
58 28 81 69 30 
59 62 81 60 68 
60 72 27 30 93 
61 67 99 72 68 
62 77 37 81 96 
63 37 44 47 100 
64 38 87 73 73 
65 89 92 97 58 
66 92 88 60 33 
67 52 49 44 83 
68 57 76 47 98 
69 67 67 83 25 
70 85 76 55 76 
71 94 33 30 37 
72 96 77 75 83 
73 67 29 41 41 
74 83 57 63 41 
75 83 64 26 70 
76 89 37 91 44 
77 77 54 74 66 
78 94 77 79 79 
79 25 43 59 87 
80 31 43 84 93 
81 93 62 63 74 
82 63 68 44 61 
83 76 84 61 93 
84 28 51 66 45 
85 73 45 34 45 
86 98 69 91 75 
87 46 25 59 51 
88 63 48 64 59 
89 33 59 35 38 
90 62 58 38 82 
91 45 57 39 81 
92 37 81 46 70 
93 61 58 78 29 
94 54 50 91 65 
95 57 40 67 36 
