1000 
1000 1000 1000  
1 653 727 763 
2 950 584 474 
3 547 510 367 
4 485 782 863 
5 612 238 455 
6 133 687 796 
7 515 724 591 
8 197 322 709 
9 107 296 842 
10 285 32 372 
11 306 712 423 
12 769 648 790 
13 274 11 216 
14 297 181 175 
15 848 679 702 
16 839 268 525 
17 409 586 783 
18 185 406 14 
19 845 104 997 
20 143 212 633 
21 541 980 912 
22 374 910 988 
23 949 145 843 
24 58 684 921 
25 400 188 131 
26 357 792 370 
27 501 407 622 
28 405 450 339 
29 169 168 126 
30 178 758 52 
31 8 573 499 
32 85 832 249 
33 917 610 749 
34 982 303 471 
35 671 725 318 
36 361 290 516 
37 481 139 684 
38 614 265 714 
39 818 11 608 
40 756 198 771 
41 583 739 490 
42 477 414 89 
43 251 961 676 
44 415 494 674 
45 846 88 801 
46 846 256 759 
47 563 251 192 
48 297 14 872 
49 79 864 507 
50 279 76 2 
51 542 331 240 
52 829 716 299 
53 915 516 900 
54 799 888 773 
55 232 228 195 
56 804 900 697 
57 654 107 992 
58 501 529 391 
59 639 471 429 
60 585 104 309 
61 405 234 66 
62 442 540 953 
63 562 683 795 
64 831 767 330 
65 628 340 724 
66 732 925 572 
67 720 209 955 
68 560 539 532 
69 809 822 429 
70 803 597 155 
71 928 532 787 
72 733 788 686 
73 554 895 781 
74 217 286 962 
75 172 535 589 
76 908 737 885 
77 192 848 215 
78 195 112 831 
79 292 176 172 
80 873 775 180 
81 972 947 451 
82 984 496 181 
83 681 671 925 
84 56 95 972 
85 990 729 89 
86 171 928 966 
87 727 677 863 
88 268 833 229 
89 954 304 499 
90 848 285 993 
91 751 262 245 
92 961 163 890 
93 146 468 722 
94 799 951 500 
95 653 127 414 
96 702 224 481 
97 716 524 402 
98 667 333 212 
99 662 99 112 
100 9 551 369 
101 457 653 352 
102 456 313 425 
103 503 153 393 
104 594 372 409 
105 886 413 402 
106 191 952 283 
107 482 457 780 
108 142 452 113 
109 939 710 475 
110 605 47 634 
111 656 343 689 
112 912 304 752 
113 372 123 863 
114 688 351 947 
115 159 821 730 
116 376 216 917 
117 885 96 436 
118 115 501 482 
119 148 451 241 
120 352 435 336 
121 404 315 722 
122 1000 403 288 
123 569 73 421 
124 659 578 378 
125 486 235 21 
126 322 18 86 
127 728 758 378 
128 174 35 67 
129 40 914 197 
130 513 345 828 
131 243 345 659 
132 320 559 240 
133 484 45 681 
134 272 403 620 
135 469 579 858 
136 534 957 172 
137 61 734 101 
138 29 179 888 
139 318 441 79 
140 736 145 365 
141 485 900 676 
142 609 198 558 
143 235 295 270 
144 912 195 41 
145 881 383 653 
146 200 188 689 
147 14 802 767 
148 394 553 962 
149 595 529 55 
150 458 984 468 
151 879 800 901 
152 853 488 159 
153 346 894 504 
154 3 758 813 
155 811 286 908 
156 984 161 59 
157 996 178 621 
158 615 731 261 
159 187 700 201 
160 576 510 975 
161 216 118 159 
162 5 228 153 
163 521 530 280 
164 348 699 99 
165 270 604 118 
166 299 18 987 
167 692 112 749 
168 93 125 382 
169 961 908 860 
170 411 352 886 
171 117 528 846 
172 622 788 531 
173 369 770 763 
174 600 472 476 
175 788 205 67 
176 721 35 69 
177 384 175 169 
178 732 195 42 
179 977 489 365 
180 262 311 291 
181 896 642 109 
182 330 869 423 
183 591 724 300 
184 869 673 692 
185 691 930 681 
186 104 764 287 
187 151 787 582 
188 301 869 598 
189 892 376 107 
190 120 94 534 
191 77 639 323 
192 889 605 450 
193 997 372 713 
194 996 714 267 
195 659 976 211 
196 201 505 59 
197 221 72 848 
198 966 836 260 
199 682 729 957 
200 358 537 38 
201 355 329 353 
202 958 517 543 
203 711 754 167 
204 981 884 728 
205 598 283 211 
206 524 637 575 
207 607 430 464 
208 717 623 173 
209 949 445 397 
210 701 173 874 
211 560 855 458 
212 34 445 702 
213 960 454 934 
214 481 315 787 
215 265 706 482 
216 558 255 150 
217 168 860 654 
218 638 783 478 
219 302 268 147 
220 922 255 240 
221 883 418 194 
222 431 727 691 
223 489 519 420 
224 30 259 15 
225 609 645 560 
226 790 887 820 
227 260 254 381 
228 741 258 88 
229 101 819 403 
230 370 797 608 
231 839 471 778 
232 426 322 865 
233 331 71 759 
234 485 727 589 
235 601 47 513 
236 633 768 947 
237 254 811 293 
238 736 66 176 
239 357 776 390 
240 109 52 142 
241 536 700 916 
242 774 274 638 
243 924 765 957 
