800 
40 40 40  
1 22 20 12 
2 25 31 30 
3 30 22 2 
4 21 34 10 
5 12 9 14 
6 34 23 30 
7 10 32 25 
8 28 15 17 
9 10 35 32 
10 16 31 23 
11 10 32 20 
12 24 7 33 
13 35 28 24 
14 14 32 35 
15 1 13 4 
16 12 8 16 
17 3 5 1 
18 3 26 22 
19 18 2 18 
20 33 11 6 
21 6 4 31 
22 13 10 7 
23 34 24 22 
24 35 28 22 
25 10 17 8 
26 11 21 19 
27 1 32 24 
28 17 2 1 
29 31 5 25 
30 22 16 28 
31 12 34 23 
32 6 19 34 
33 2 28 22 
34 25 17 20 
35 31 14 5 
36 9 15 21 
37 14 23 17 
38 25 28 28 
39 35 9 23 
40 13 3 24 
41 18 21 26 
42 19 1 14 
43 35 2 8 
44 24 8 17 
45 7 14 26 
46 14 34 2 
47 33 1 21 
48 8 1 33 
49 6 33 2 
50 12 3 5 
51 32 35 2 
52 20 1 18 
53 15 18 28 
54 13 16 34 
55 18 4 19 
56 10 12 19 
57 30 21 18 
58 27 6 32 
59 9 17 20 
60 20 26 20 
61 12 9 17 
62 15 11 4 
63 14 32 3 
64 7 4 14 
65 27 32 34 
66 30 24 19 
67 12 8 24 
68 35 25 13 
69 32 33 22 
70 6 18 33 
71 5 28 22 
72 6 1 10 
73 27 27 31 
74 30 18 27 
75 9 3 30 
76 29 18 3 
77 3 17 26 
78 15 31 13 
79 18 14 1 
80 11 32 1 
81 7 21 12 
82 10 2 31 
83 28 31 14 
84 3 28 29 
85 20 1 16 
86 7 9 9 
87 4 12 1 
88 32 27 18 
89 9 19 3 
90 31 23 19 
91 25 16 4 
92 30 15 7 
93 14 30 7 
94 12 31 5 
95 29 2 21 
96 13 11 23 
97 5 13 5 
98 30 18 20 
99 7 11 24 
100 25 2 18 
101 15 4 32 
102 11 22 22 
103 8 4 12 
104 10 13 33 
105 33 10 15 
106 6 15 3 
107 8 12 6 
108 22 7 2 
109 15 34 9 
110 20 3 31 
111 24 31 33 
112 4 32 20 
113 14 25 12 
114 30 28 23 
115 31 29 18 
116 3 34 35 
117 21 29 6 
118 33 27 4 
119 18 33 24 
120 13 9 31 
121 23 8 27 
122 35 11 16 
123 11 32 13 
124 11 35 33 
125 6 30 35 
126 31 21 6 
127 5 16 12 
128 32 32 29 
129 35 26 12 
130 1 4 8 
131 12 9 14 
132 24 10 3 
133 6 15 3 
134 33 16 18 
135 27 27 25 
136 29 9 10 
137 23 19 32 
138 11 16 13 
139 9 22 10 
140 6 30 29 
141 12 24 13 
142 13 27 16 
143 20 5 7 
144 22 16 17 
145 14 3 22 
146 20 23 28 
147 23 32 2 
148 15 21 15 
149 18 2 24 
150 27 8 28 
151 24 5 9 
152 2 7 6 
153 23 26 27 
154 2 12 17 
155 9 33 28 
156 14 29 16 
157 34 14 10 
158 12 7 26 
159 3 2 29 
160 32 8 22 
161 7 17 32 
162 15 25 35 
163 19 4 1 
164 30 3 33 
165 30 14 35 
166 13 27 19 
167 18 6 18 
168 14 19 11 
169 34 3 33 
170 17 9 5 
171 31 4 11 
172 1 11 11 
173 7 32 4 
174 21 12 14 
175 2 34 23 
176 19 6 33 
177 22 13 19 
178 23 34 16 
179 22 33 7 
180 3 34 27 
181 32 25 13 
182 13 9 12 
183 14 21 14 
184 12 20 5 
185 8 34 10 
186 34 13 8 
187 3 14 23 
188 17 11 3 
189 3 31 12 
190 28 8 27 
191 25 7 4 
192 12 18 30 
193 20 25 10 
194 30 6 27 
195 18 9 14 
196 35 33 33 
197 21 1 23 
198 12 30 10 
199 30 3 6 
200 27 24 28 
201 31 4 1 
202 34 29 28 
203 18 21 28 
204 21 13 22 
205 17 23 14 
206 18 12 21 
207 31 9 24 
208 23 21 17 
209 29 15 17 
210 31 34 1 
211 32 10 9 
212 15 34 29 
213 18 9 15 
214 13 1 2 
215 34 25 31 
216 18 1 32 
217 30 4 3 
218 28 33 6 
219 24 34 6 
220 30 9 24 
221 3 4 14 
222 3 27 12 
223 5 33 13 
224 2 4 5 
225 30 3 34 
226 23 12 35 
227 30 15 22 
228 10 3 17 
229 6 35 1 
230 35 7 5 
231 23 35 13 
232 31 33 9 
233 9 33 1 
234 11 27 12 
235 9 35 1 
236 35 15 31 
237 29 34 21 
238 22 14 17 
239 4 27 1 
240 13 7 32 
241 3 9 29 
242 24 26 32 
243 4 18 27 
244 23 20 22 
