3
1000 1000 1000  
1 815 191 576 
2 199 368 908 
3 972 965 911 
4 728 591 26 
5 648 988 262 
6 612 465 749 
7 895 289 9 
8 726 854 686 
9 101 234 619 
10 852 672 856 
11 357 474 461 
12 811 765 240 
13 640 700 728 
14 493 512 484 
15 641 685 323 
16 448 405 519 
17 82 989 577 
18 15 972 679 
19 357 859 395 
20 891 371 78 
21 846 403 998 
22 517 69 884 
23 25 891 163 
24 704 254 439 
25 713 351 186 
26 68 282 310 
27 84 166 571 
28 581 906 980 
29 678 589 92 
30 407 920 179 
31 340 13 467 
32 36 877 395 
33 650 730 911 
34 493 887 830 
35 42 510 337 
36 275 247 107 
37 742 764 465 
38 589 645 958 
39 347 188 280 
40 265 954 259 
41 580 461 585 
42 346 984 22 
43 422 753 436 
44 870 536 889 
45 728 11 678 
46 479 639 149 
47 597 158 464 
48 963 108 92 
49 580 894 170 
50 66 539 107 
51 294 85 845 
52 673 937 394 
53 335 954 869 
54 120 913 617 
55 56 182 142 
56 388 222 108 
57 203 442 413 
58 779 405 33 
59 627 857 993 
60 110 693 165 
61 353 34 21 
62 843 911 171 
63 412 993 332 
64 879 438 389 
65 735 898 742 
66 237 196 615 
67 201 754 202 
68 79 424 829 
69 720 749 581 
70 737 77 957 
71 129 359 949 
72 597 202 77 
73 594 861 452 
74 15 844 273 
75 552 895 93 
76 262 297 918 
77 468 578 513 
78 495 592 452 
79 521 508 689 
80 903 417 280 
81 757 862 752 
82 910 889 40 
83 135 527 265 
84 54 615 151 
85 385 330 339 
86 496 735 533 
87 527 512 582 
88 877 591 55 
89 525 406 224 
90 769 390 940 
91 321 683 32 
92 763 179 26 
93 805 430 557 
94 330 537 763 
95 226 893 877 
96 57 886 272 
97 63 970 277 
98 111 463 448 
99 832 523 877 
100 637 684 748 
101 9 837 369 
102 861 701 638 
103 106 468 960 
104 402 327 649 
105 791 92 964 
106 137 737 584 
107 173 47 477 
108 211 484 293 
109 49 791 309 
110 544 93 189 
111 354 175 142 
112 727 242 377 
113 787 350 710 
114 651 31 590 
115 90 460 814 
116 544 278 623 
117 593 524 42 
118 924 550 200 
119 671 25 380 
120 684 63 341 
121 805 386 807 
122 192 488 416 
123 82 40 370 
124 617 607 954 
125 563 9 64 
126 187 386 510 
127 989 303 265 
128 666 661 599 
129 664 889 478 
130 711 424 858 
131 405 385 622 
132 571 555 305 
133 34 795 446 
134 957 978 334 
135 939 720 727 
136 478 149 722 
137 718 395 520 
138 162 243 150 
139 45 607 543 
140 401 414 875 
141 502 403 267 
142 682 885 747 
143 350 315 216 
144 569 534 415 
145 417 826 244 
146 114 101 676 
147 259 58 36 
148 776 589 329 
149 505 584 612 
150 961 440 403 
151 32 691 116 
152 260 623 512 
153 846 615 895 
154 696 536 652 
155 491 944 131 
156 758 299 661 
157 726 544 640 
158 863 178 172 
159 531 601 75 
160 52 15 356 
161 47 973 251 
162 107 473 270 
163 493 847 647 
164 24 963 570 
165 729 458 88 
166 480 623 760 
167 987 111 961 
168 679 84 292 
169 976 134 544 
170 169 960 486 
171 843 795 33 
172 61 506 597 
173 474 459 851 
174 48 812 286 
175 994 5 811 
176 592 567 4 
177 814 745 858 
178 939 881 13 
179 601 152 395 
180 892 175 147 
181 136 418 191 
182 201 470 494 
183 765 107 312 
184 471 600 857 
185 606 214 864 
186 769 312 101 
187 15 682 691 
188 84 941 61 
189 638 405 881 
190 665 172 905 
191 590 787 663 
192 44 653 582 
193 218 676 964 
194 203 385 356 
195 255 719 518 
196 276 758 997 
197 51 25 626 
198 1 921 278 
199 989 593 486 
200 30 778 461 
201 796 290 435 
202 677 259 713 
203 365 245 619 
204 745 877 222 
205 401 746 289 
206 301 995 252 
207 389 931 796 
208 73 510 645 
209 660 938 264 
210 326 348 759 
211 807 706 920 
212 264 342 456 
213 664 758 228 
214 304 547 876 
215 164 167 484 
216 346 601 728 
217 723 601 1000 
218 908 805 232 
219 773 233 189 
220 476 647 338 
221 719 424 465 
222 24 810 320 
223 795 777 777 
224 671 148 414 
225 65 187 335 
226 106 515 231 
227 352 362 809 
228 920 492 777 
229 522 228 60 
230 441 959 326 
231 806 950 929 
232 628 579 643 
233 195 449 149 
234 737 913 84 
235 866 553 482 
236 399 759 740 
237 751 526 198 
238 358 132 292 
239 705 531 405 
240 482 708 144 
241 836 779 472 
242 214 726 494 
243 920 987 572 
244 842 227 433 
245 909 61 15 
246 443 682 282 
247 321 886 475 
248 328 683 673 
249 355 895 805 
250 708 454 205 
251 314 256 689 
252 117 527 820 
253 923 601 299 
254 146 163 310 
255 517 221 641 
256 540 677 863 
257 478 61 178 
258 65 245 841 
259 686 256 929 
260 390 525 751 
261 892 655 313 
262 488 418 701 
263 141 127 622 
264 173 477 208 
265 790 532 581 
266 794 706 556 
267 558 43 218 
268 429 691 147 
269 133 139 749 
