3
1000 1000 1000  
1 529 665 705 
2 361 428 748 
3 754 212 655 
4 488 472 725 
5 762 354 618 
6 516 254 245 
7 480 403 279 
8 348 359 387 
9 658 605 673 
10 288 598 623 
11 597 303 582 
12 453 444 571 
13 527 472 703 
14 572 741 770 
15 755 601 620 
16 669 402 494 
17 798 274 746 
18 541 310 204 
19 541 677 475 
20 422 782 489 
21 481 652 541 
22 468 535 681 
23 234 437 659 
24 775 528 624 
25 708 738 251 
26 251 732 547 
27 319 547 375 
28 348 288 413 
29 281 365 719 
30 261 346 685 
31 764 294 434 
32 414 604 355 
33 734 738 267 
34 546 260 619 
35 461 226 796 
36 567 252 407 
37 430 459 446 
38 697 374 774 
39 363 578 459 
40 438 233 585 
41 293 522 282 
42 296 752 434 
43 253 304 507 
44 210 566 289 
45 550 211 558 
46 672 293 236 
47 645 214 250 
48 558 453 272 
49 425 530 549 
50 278 289 570 
51 427 210 731 
52 730 468 607 
53 570 736 310 
54 738 462 717 
55 424 670 686 
56 257 259 381 
57 691 764 776 
58 527 717 250 
59 554 209 540 
60 366 473 500 
61 757 322 246 
62 496 552 469 
63 337 423 445 
64 300 656 712 
65 329 408 663 
66 391 445 261 
67 375 692 245 
68 663 601 719 
69 330 265 527 
70 279 323 689 
71 364 792 428 
72 200 265 459 
73 372 484 575 
74 474 298 365 
75 642 614 206 
76 211 653 720 
77 588 332 583 
78 533 509 563 
79 401 795 344 
80 395 418 427 
81 311 564 508 
82 594 364 244 
83 627 400 639 
84 344 524 603 
85 660 463 318 
86 314 261 256 
87 500 295 481 
88 230 404 216 
89 334 570 484 
90 622 564 414 
91 202 331 755 
92 223 623 699 
93 294 703 746 
94 401 658 345 
95 540 564 220 
96 544 256 689 
97 358 420 249 
98 243 517 590 
99 355 408 755 
100 504 350 654 
101 574 484 533 
102 752 356 781 
103 310 537 617 
104 771 382 590 
105 726 245 609 
106 639 530 338 
107 277 588 270 
108 596 449 755 
109 552 750 479 
110 252 403 235 
111 235 463 718 
112 487 527 422 
113 208 389 649 
114 740 687 495 
115 245 495 208 
116 262 777 244 
117 426 531 779 
118 448 349 675 
119 259 756 383 
120 359 406 235 
121 427 648 519 
122 698 708 344 
123 559 614 363 
124 746 690 333 
125 670 381 669 
126 390 209 459 
127 488 281 231 
128 254 284 704 
129 294 439 233 
130 355 378 565 
131 712 224 795 
132 434 427 334 
133 221 731 567 
134 561 512 428 
135 282 745 238 
136 226 351 413 
137 686 306 494 
138 315 336 250 
139 409 727 365 
140 449 430 669 
141 526 209 233 
142 679 441 544 
143 399 299 697 
144 532 403 236 
145 379 293 776 
146 594 579 595 
147 229 566 634 
148 291 264 607 
149 418 439 750 
150 532 490 345 
151 315 499 664 
152 798 384 668 
153 269 227 208 
154 469 595 538 
155 707 214 385 
156 592 680 340 
157 548 553 349 
158 640 364 779 
159 554 514 340 
160 552 389 246 
161 304 516 546 
162 337 560 425 
163 387 315 286 
164 470 309 350 
165 757 711 590 
166 284 712 523 
167 293 235 778 
168 759 633 682 
169 223 713 718 
170 218 560 326 
171 676 633 383 
172 399 267 754 
173 333 243 486 
174 354 615 391 
175 706 512 260 
176 681 630 538 
177 425 353 333 
178 450 203 305 
179 707 763 506 
180 496 519 598 
181 620 268 636 
182 325 766 259 
183 335 210 452 
184 545 497 330 
185 741 592 355 
186 383 473 282 
187 665 295 567 
188 634 589 681 
189 419 677 269 
190 515 792 740 
