400 
1000 1000 1000  
1 580 475 353 
2 558 659 385 
3 252 683 567 
4 638 432 326 
5 425 358 567 
6 337 232 773 
7 344 337 329 
8 518 381 606 
9 437 778 365 
10 747 500 508 
11 443 261 394 
12 765 687 650 
13 582 351 273 
14 686 285 477 
15 736 322 702 
16 732 734 470 
17 751 707 745 
18 245 201 390 
19 672 555 629 
20 527 450 667 
21 617 694 280 
22 612 407 464 
23 281 527 444 
24 627 537 587 
25 427 576 232 
26 673 793 685 
27 221 617 284 
28 421 325 555 
29 428 463 422 
30 514 360 219 
31 554 619 439 
32 404 205 450 
33 430 242 469 
34 537 222 599 
35 717 516 530 
36 246 401 742 
37 242 485 534 
38 335 514 710 
39 724 384 465 
40 293 290 466 
41 649 732 706 
42 485 688 771 
43 221 433 643 
44 457 412 441 
45 323 786 565 
46 335 689 656 
47 642 568 734 
48 359 646 230 
49 708 437 614 
50 688 449 257 
51 281 278 233 
52 207 302 791 
53 307 539 373 
54 463 246 689 
55 789 546 773 
56 388 468 697 
57 647 226 287 
58 487 572 211 
59 238 784 729 
60 343 418 701 
61 754 402 223 
62 436 662 443 
63 514 480 330 
64 626 393 478 
65 634 301 311 
66 367 248 586 
67 498 747 669 
68 289 384 740 
69 502 300 567 
70 349 654 775 
71 717 414 581 
72 615 524 219 
73 625 294 304 
74 288 573 688 
75 241 588 758 
76 525 534 289 
77 336 530 204 
78 425 435 503 
79 282 299 666 
80 312 791 558 
81 730 217 208 
82 792 673 385 
83 420 609 219 
84 278 747 661 
85 290 264 584 
86 249 379 515 
87 609 498 601 
88 597 526 319 
89 243 315 739 
90 626 202 622 
91 765 354 667 
92 605 577 666 
93 392 376 304 
94 588 544 212 
95 706 279 591 
96 398 670 296 
97 585 790 532 
98 258 383 636 
99 487 618 527 
100 709 330 738 
101 616 260 667 
102 263 646 284 
103 277 339 658 
104 692 794 315 
105 403 636 696 
106 558 677 609 
107 789 677 314 
108 343 623 519 
109 219 320 592 
110 286 448 205 
111 496 492 719 
112 224 210 665 
113 413 429 596 
114 619 367 446 
115 503 505 443 
116 596 787 625 
117 478 451 232 
118 402 510 575 
119 776 674 546 
120 551 362 466 
121 712 505 460 
122 375 615 234 
123 728 680 635 
124 524 685 376 
125 252 530 603 
126 374 507 335 
127 455 338 243 
128 258 242 565 
129 786 299 631 
130 748 573 587 
131 512 716 771 
132 641 512 229 
133 371 307 762 
134 228 602 788 
135 507 296 554 
136 798 349 340 
137 610 658 610 
138 724 300 232 
139 394 752 731 
140 685 207 329 
141 202 790 779 
142 406 633 379 
143 752 512 646 
144 339 273 248 
145 693 595 449 
146 662 638 294 
147 251 203 326 
148 483 243 449 
149 716 384 576 
150 460 231 732 
151 520 531 243 
152 249 249 625 
153 561 744 757 
154 799 526 354 
155 708 319 599 
156 610 765 559 
157 581 449 587 
158 688 554 504 
159 794 684 481 
160 686 539 570 
161 248 771 397 
162 489 511 657 
163 290 781 537 
164 473 302 363 
165 223 591 278 
166 734 659 681 
167 620 262 476 
168 282 331 674 
169 471 310 252 
170 604 779 549 
171 552 642 399 
172 346 495 243 
173 618 358 492 
174 301 788 515 
175 512 633 374 
176 743 356 294 
177 515 377 288 
178 299 563 370 
179 612 602 660 
180 705 377 668 
181 356 694 455 
182 409 654 305 
183 457 744 411 
184 590 367 650 
185 661 236 795 
186 371 553 282 
187 212 739 219 
188 343 322 568 
189 756 712 517 
190 632 782 262 
191 672 629 451 
192 337 200 797 
193 649 279 492 
194 263 677 413 
195 403 439 379 
196 759 385 716 
197 375 772 277 
198 796 777 367 
199 698 555 615 
200 525 620 400 
201 686 323 431 
202 795 308 570 
203 616 666 343 
204 290 246 282 
205 618 661 575 
206 684 686 417 
207 331 261 786 
208 710 550 323 
209 214 410 710 
210 687 204 577 
211 496 535 408 
212 363 434 396 
213 362 552 370 
214 607 422 737 
215 495 610 561 
216 641 535 604 
217 614 588 210 
218 792 448 220 
219 768 628 773 
220 331 444 494 
221 502 570 587 
222 798 732 530 
223 294 525 421 
224 609 205 512 
225 535 224 676 
226 562 633 426 
227 662 635 614 
228 607 214 696 
229 236 698 656 
230 285 320 644 
231 572 399 671 
232 365 685 249 
233 390 284 638 
234 783 751 302 
235 363 379 334 
236 418 485 267 
237 307 632 673 
238 781 738 221 
239 734 534 283 
240 427 251 255 
241 378 650 698 
242 478 276 733 
243 363 239 516 
244 405 421 683 
245 364 497 338 
246 490 774 799 
247 577 217 758 
248 411 287 249 
249 798 465 471 
250 466 720 765 
251 653 735 757 
252 731 285 242 
253 296 346 672 
254 690 527 432 
255 315 636 260 
256 462 664 519 
257 653 540 454 
258 588 601 387 
259 709 284 340 
260 781 433 796 
261 463 707 420 
262 548 542 361 
263 358 688 339 
264 437 490 229 
265 380 635 670 
266 779 566 275 
267 762 715 374 
268 490 269 467 
269 707 731 258 
270 212 243 545 
271 577 524 262 
272 408 688 341 
273 324 314 425 
274 779 706 262 
275 431 304 289 
276 678 478 594 
277 671 513 791 
278 630 233 320 
279 627 654 439 
280 573 379 522 
281 489 643 318 
282 265 714 558 
283 221 750 646 
284 230 402 347 
285 497 653 455 
286 206 260 412 
287 291 325 672 
288 247 672 606 
289 378 748 728 
290 334 297 783 
291 357 271 596 
292 416 311 273 
293 797 654 434 
294 604 507 455 
295 218 356 304 
296 798 461 792 
297 345 416 636 
298 762 477 465 
299 339 714 793 
300 397 618 569 
301 465 798 790 
302 430 418 410 
303 454 236 395 
304 712 547 238 
305 463 328 300 
306 504 207 661 
307 392 751 283 
308 314 507 325 
309 540 364 423 
310 561 780 741 
311 770 247 532 
312 405 242 457 
313 512 699 697 
314 761 521 539 
315 658 406 442 
316 703 415 365 
317 455 672 549 
318 423 205 783 
319 383 609 741 
320 324 636 342 
321 727 745 524 
322 216 462 441 
323 676 653 208 
324 465 456 530 
325 773 324 714 
326 723 278 527 
327 730 456 599 
328 554 617 536 
329 491 710 370 
330 463 410 755 
331 634 736 430 
332 735 587 321 
333 248 560 657 
334 299 566 623 
335 502 660 451 
336 538 572 516 
337 787 504 684 
338 305 689 248 
339 649 274 546 
340 602 431 200 
341 542 208 442 
342 739 373 401 
343 428 343 723 
344 410 489 460 
345 603 358 731 
346 638 635 688 
347 735 788 343 
348 700 249 325 
349 512 409 554 
350 652 431 330 
351 432 267 297 
352 378 279 259 
353 293 594 791 
354 359 422 499 
355 627 480 593 
356 336 741 371 
357 779 229 439 
358 746 685 740 
359 379 613 731 
360 360 554 620 
361 623 202 325 
362 318 498 713 
363 350 437 435 
364 209 554 313 
365 245 698 453 
366 627 589 663 
367 689 265 651 
368 233 539 224 
369 374 754 585 
370 476 774 670 
371 627 377 303 
372 604 454 274 
373 606 785 367 
374 491 787 617 
375 299 400 298 
376 407 722 494 
377 758 253 543 
378 260 666 695 
379 717 626 666 
380 523 770 401 
381 647 596 246 
382 793 636 597 
383 238 385 327 
384 791 303 677 
385 484 414 512 
386 604 316 255 
387 487 201 351 
388 267 405 446 
389 591 488 393 
390 758 730 296 
391 599 429 613 
392 398 230 431 
393 598 693 415 
394 262 508 673 
395 264 600 459 
396 604 678 796 
397 240 316 553 
398 710 577 591 
399 492 318 710 
400 673 203 440 
