3
1000 1000 1000  
1 124 60 113 
2 137 136 96 
3 84 197 56 
4 93 136 131 
5 154 66 80 
6 185 86 149 
7 149 84 150 
8 106 130 139 
9 104 102 107 
10 89 119 158 
11 135 106 191 
12 54 118 95 
13 186 53 100 
14 187 106 122 
15 54 118 75 
16 165 188 117 
17 106 148 73 
18 150 93 65 
19 161 70 124 
20 144 198 192 
21 172 77 189 
22 182 97 59 
23 126 135 84 
24 117 144 146 
25 186 185 198 
26 171 169 63 
27 179 136 170 
28 129 83 153 
29 175 73 172 
30 105 124 170 
31 115 198 99 
32 135 63 160 
33 56 116 162 
34 105 119 86 
35 78 134 161 
36 182 174 97 
37 109 85 112 
38 177 109 76 
39 196 178 81 
40 137 67 129 
41 183 69 192 
42 72 170 168 
43 151 160 134 
44 196 159 144 
45 106 110 163 
46 141 167 76 
47 183 58 179 
48 129 162 52 
49 167 106 142 
50 50 174 73 
51 172 150 150 
52 134 168 104 
53 160 87 109 
54 92 147 114 
55 54 196 115 
56 104 52 50 
57 168 142 82 
58 153 58 62 
59 115 124 140 
60 143 81 100 
61 63 79 156 
62 66 56 174 
63 169 180 108 
64 95 144 169 
65 157 72 127 
66 84 198 192 
67 57 63 182 
68 87 200 83 
69 68 198 177 
70 112 68 170 
71 152 138 104 
72 126 164 143 
73 97 58 161 
74 144 115 176 
75 139 169 101 
76 173 89 142 
77 182 147 64 
78 186 183 181 
79 93 198 101 
80 54 95 139 
81 179 116 60 
82 64 69 67 
83 171 120 163 
84 155 72 183 
85 179 165 79 
86 140 184 184 
87 194 112 96 
88 191 138 136 
89 70 162 114 
90 159 195 121 
91 113 120 93 
92 183 157 108 
93 119 195 161 
94 196 139 94 
95 111 97 173 
96 137 145 85 
97 173 181 80 
98 118 95 51 
99 159 146 136 
100 89 88 103 
101 51 165 87 
102 53 164 95 
103 121 163 63 
104 81 108 67 
105 65 98 153 
106 189 91 73 
107 141 167 73 
108 176 111 159 
109 132 128 113 
110 102 82 86 
111 58 169 164 
112 175 119 90 
113 134 150 121 
114 178 132 119 
115 169 51 176 
116 84 137 200 
117 83 132 98 
118 91 114 199 
119 195 112 174 
120 189 73 124 
121 92 136 131 
122 160 193 51 
123 184 147 84 
124 198 104 50 
125 55 121 112 
126 96 156 78 
127 189 162 132 
128 139 141 145 
129 159 97 183 
130 80 82 148 
131 113 65 171 
132 154 123 70 
133 137 57 196 
134 176 150 140 
135 119 106 59 
136 157 123 190 
137 194 137 180 
138 94 116 135 
139 50 51 65 
140 150 141 138 
141 128 65 94 
142 180 118 123 
143 78 63 145 
144 74 166 153 
145 133 132 60 
146 140 115 60 
147 100 113 72 
148 121 96 117 
149 61 167 115 
150 61 150 164 
151 123 184 193 
152 182 149 160 
153 152 160 178 
154 63 148 92 
155 145 108 194 
156 121 130 66 
157 148 73 106 
158 183 133 134 
159 107 58 134 
