3
40 40 40
1 31 27 31
2 1 8 26
3 12 1 9
4 14 30 9
5 19 31 25
6 4 17 16
7 9 13 6
8 18 25 33
9 17 8 1
10 3 7 13
11 32 8 9
12 2 30 25
13 25 4 3
14 18 2 19
15 5 31 3
16 12 23 21
17 15 9 1
18 13 6 4
19 32 5 27
20 12 18 12
21 7 7 25
22 14 24 17
23 7 9 15
24 11 26 9
25 16 1 21
26 3 28 32
27 27 32 17
28 33 11 35
29 26 28 18
30 33 20 13
31 13 30 16
32 28 35 24
33 34 22 32
34 14 3 35
35 6 5 35
36 29 3 26
37 27 6 7
38 20 19 10
39 6 34 2
40 35 10 25
41 25 9 4
42 5 16 26
43 11 21 23
44 15 6 20
45 25 35 11
46 2 15 4
47 8 26 25
48 7 32 34
49 4 32 22
50 2 12 22
51 33 4 4
52 30 15 27
53 30 9 25
54 11 32 2
55 24 33 14
56 23 4 11
57 7 2 20
58 27 15 10
59 14 14 6
60 21 15 14
61 7 17 8
62 7 1 34
63 27 2 16
64 35 24 24
65 31 9 33
66 23 25 14
67 13 19 34
68 7 6 17
69 21 25 25
70 28 5 33
71 34 21 10
72 1 24 25
73 31 25 4
74 22 16 35
75 1 35 1
76 12 27 21
77 10 12 25
78 23 16 10
79 11 20 17
80 27 9 31
81 1 11 9
82 26 16 7
83 6 12 4
84 22 3 17
85 4 5 10
86 11 20 17
87 12 8 5
88 4 8 3
89 20 16 2
90 20 29 5
91 34 7 19
92 22 14 4
93 21 11 17
94 27 13 1
95 14 19 17
96 29 35 17
97 26 11 12
98 19 18 35
99 32 22 28
100 19 19 29
101 22 27 31
102 12 16 25
103 7 32 9
104 14 17 34
105 34 25 16
106 18 27 15
107 5 5 8
108 1 23 34
109 21 28 21
110 5 14 23
111 5 21 20
112 34 14 34
113 20 13 22
114 26 2 15
115 1 10 9
116 26 16 34
117 34 28 25
118 4 23 2
119 30 34 19
120 29 17 10
121 17 7 9
122 23 6 19
123 15 15 8
124 2 19 29
125 1 9 5
126 8 20 33
127 9 7 26
128 4 23 26
129 3 10 17
130 5 27 11
131 17 26 2
132 24 34 13
133 1 25 35
134 27 2 25
135 29 4 28
136 10 29 19
137 4 21 35
138 21 11 25
139 13 11 8
140 15 4 13
141 3 6 11
142 14 28 30
143 17 13 26
144 24 2 1
145 20 34 8
146 26 2 29
147 35 12 34
148 23 34 24
149 6 21 26
150 29 14 11
151 33 15 9
152 19 4 31
153 31 18 17
154 20 20 6
155 28 27 8
156 3 20 19
157 28 28 9
158 5 35 23
159 17 25 35
160 4 6 20
161 4 30 25
162 18 14 30
163 31 26 20
164 12 8 27
165 25 5 2
166 22 7 9
167 6 30 29
168 33 20 15
169 26 23 22
170 7 1 19
171 19 3 6
172 3 9 31
173 12 16 18
174 7 8 3
175 17 31 25
176 34 5 18
177 23 26 3
178 14 30 15
179 30 34 24
180 3 28 3
181 6 13 17
182 35 22 25
183 23 23 10
184 32 21 2
185 7 20 31
186 11 30 10
187 15 23 14
188 4 7 28
189 14 31 30
190 35 4 5
191 7 11 2
192 14 17 14
193 33 4 5
194 8 14 31
195 19 23 6
196 19 29 33
197 27 3 18
198 4 20 20
199 7 32 18
200 17 9 4
201 6 34 35
202 12 28 11
203 27 2 24
204 27 32 16
205 18 35 8
206 20 35 3
207 2 35 10
208 15 29 25
209 34 34 14
210 14 6 9
211 24 24 10
212 13 34 32
213 7 7 22
214 10 5 27
215 27 8 29
216 18 22 35
217 3 34 31
218 7 11 3
219 4 3 27
220 12 9 19
221 29 9 17
222 20 4 25
223 3 11 16
224 29 4 2
225 24 23 27
226 10 14 8
227 22 14 16
228 21 16 21
229 28 9 19
230 19 34 20
231 19 22 27
232 35 16 13
233 28 7 34
234 28 2 10
235 10 21 24
236 29 28 25
237 14 18 32
238 8 34 35
239 22 21 25
240 2 30 15
241 17 12 21
242 16 6 30
243 24 10 19
244 15 1 11
245 33 15 12
246 25 30 15
247 2 14 26
248 35 24 16
249 34 3 7
250 22 7 15
251 30 15 6
252 7 14 34
253 18 30 9
254 12 20 27
255 11 35 11
256 12 4 13
257 6 3 5
258 12 8 19
259 9 29 17
260 14 31 1
261 21 11 22
262 2 18 7
263 13 3 21
264 35 19 24
265 20 5 7
266 4 16 18
267 29 6 35
268 8 20 20
269 13 4 20
270 27 7 27
271 24 11 32
272 3 9 14
273 2 23 19
274 34 2 6
275 3 1 1
276 4 28 24
277 18 32 27
278 6 35 24
279 19 35 21
280 8 30 29
281 17 28 25
282 18 30 6
283 2 13 31
284 25 29 34
285 13 2 22
286 28 35 5
287 18 6 11
288 18 13 4
289 24 7 8
290 5 4 15
291 12 8 7
292 22 7 26
293 8 22 32
294 22 32 18
295 23 11 25
296 11 23 12
297 14 5 24
298 3 20 18
299 12 21 4
300 34 2 17
301 33 27 17
302 5 1 12
303 3 2 13
304 10 35 33
305 34 19 28
306 7 11 21
307 18 7 24
308 20 4 6
309 34 30 7
310 9 23 8
311 15 6 21
312 21 9 9
313 18 28 17
314 33 33 17
315 13 6 23
316 34 1 8
317 3 15 29
318 32 9 30
319 27 3 7
320 8 31 2
321 19 17 12
322 22 15 16
323 30 6 26
324 11 30 11
325 2 6 4
326 29 5 34
327 3 5 5
328 8 16 35
329 9 17 30
330 18 14 8
331 4 29 25
332 5 1 33
333 20 33 13
334 35 7 25
335 15 10 23
336 18 9 14
337 22 13 7
338 27 19 12
339 10 21 4
340 13 19 14
341 15 10 32
342 26 33 18
343 17 15 2
344 19 21 28
345 20 26 10
346 13 14 31
347 5 5 26
348 18 21 11
349 20 19 16
350 17 5 29
351 10 4 28
352 4 27 34
353 22 12 15
354 24 18 30
355 9 3 9
356 34 3 3
357 24 10 33
358 27 22 11
359 30 10 10
360 21 17 14
361 26 8 25
362 6 15 6
363 30 5 19
364 35 14 18
365 33 19 33
366 19 29 25
367 6 27 9
368 16 8 35
369 19 10 23
370 13 4 35
371 29 3 7
372 24 17 9
373 13 22 11
374 9 18 24
375 7 21 7
376 9 23 2
377 31 11 18
378 2 7 8
379 10 11 2
380 5 13 2
381 2 1 32
382 26 9 20
383 7 7 19
384 34 35 4
385 18 10 19
386 8 25 23
387 32 8 25
388 26 20 12
389 12 2 5
390 30 7 33
391 19 18 13
392 27 5 35
393 4 33 30
394 6 35 13
395 16 6 19
396 13 5 29
397 19 26 15
398 24 30 29
399 1 12 30
400 34 18 31
401 21 23 8
402 21 34 25
403 30 25 4
404 4 7 9
405 18 33 19
406 20 18 21
