3
1000 1000 1000  
1 995 216 735 
2 206 487 271 
3 257 987 175 
4 424 228 355 
5 683 129 118 
6 43 206 929 
7 152 191 502 
8 253 190 328 
9 683 242 891 
10 886 770 542 
11 11 214 62 
12 308 572 203 
13 430 543 557 
14 544 43 141 
15 304 589 219 
16 610 781 492 
17 440 926 737 
18 888 109 653 
19 271 858 168 
20 822 672 863 
21 508 405 825 
22 232 632 199 
23 153 857 214 
24 528 748 345 
25 249 505 382 
26 329 695 144 
27 7 228 948 
28 401 937 3 
29 859 550 413 
30 814 731 671 
31 56 933 348 
32 563 577 298 
33 771 277 242 
34 396 487 139 
35 176 898 470 
36 512 974 634 
37 165 715 44 
38 527 357 839 
39 9 421 782 
40 253 784 558 
41 648 620 954 
42 209 245 436 
43 537 828 386 
44 234 298 519 
45 453 319 300 
46 814 477 717 
47 630 332 7 
48 253 625 784 
49 502 175 700 
50 44 585 826 
51 745 427 334 
52 200 249 292 
53 57 963 855 
54 658 410 144 
55 929 650 883 
56 533 468 340 
57 43 437 770 
58 333 431 960 
59 82 710 959 
60 245 943 57 
61 975 930 58 
62 932 789 676 
63 875 393 130 
64 477 114 853 
65 843 10 93 
66 475 434 133 
67 822 221 40 
68 203 931 986 
69 703 891 462 
70 731 137 874 
71 186 467 194 
72 479 260 582 
73 614 209 225 
74 524 208 807 
75 40 888 53 
76 495 529 140 
77 797 919 335 
78 425 11 295 
79 904 191 875 
80 514 232 331 
81 665 582 800 
82 362 263 404 
83 988 49 568 
84 889 324 92 
85 74 185 533 
86 922 333 486 
87 265 8 646 
88 449 21 899 
89 521 856 545 
90 315 164 232 
91 53 451 708 
92 814 767 225 
93 254 494 468 
94 866 230 886 
95 517 757 351 
96 489 549 755 
97 829 906 439 
98 370 272 780 
99 59 399 321 
100 526 370 819 
101 288 935 625 
102 377 581 178 
103 470 333 1 
104 147 593 437 
105 270 425 971 
106 190 735 568 
107 278 138 235 
108 152 253 449 
109 85 143 324 
110 821 890 150 
111 350 153 860 
112 58 601 523 
113 639 572 121 
114 73 988 292 
115 26 827 535 
116 236 852 53 
117 456 914 55 
118 724 326 468 
119 829 985 584 
120 484 685 678 
121 146 407 376 
122 339 352 703 
123 119 606 868 
124 261 466 893 
125 688 545 774 
126 1 834 4 
127 303 724 51 
128 180 38 554 
129 174 551 318 
130 987 471 422 
131 633 352 677 
132 959 690 918 
133 657 432 531 
134 227 510 141 
135 305 28 989 
136 245 783 564 
137 11 364 860 
138 945 169 999 
139 549 310 151 
140 354 202 57 
141 416 811 249 
142 882 150 864 
143 399 650 682 
144 851 439 181 
145 945 960 735 
146 491 85 417 
147 706 192 721 
148 353 473 812 
149 592 802 548 
150 735 887 544 
151 467 637 697 
152 683 733 163 
153 25 313 541 
154 22 562 442 
155 317 334 316 
156 76 251 292 
157 982 12 606 
158 630 97 749 
159 736 987 326 
160 189 723 861 
161 615 547 513 
162 647 999 66 
163 14 345 373 
164 368 885 161 
165 943 185 482 
166 500 567 676 
167 916 211 881 
168 555 587 671 
169 216 77 720 
170 985 663 84 
171 888 307 380 
172 718 841 869 
173 567 420 711 
174 657 346 844 
175 513 441 100 
176 738 526 136 
177 990 887 291 
178 529 27 868 
179 601 996 584 
180 174 810 949 
181 579 42 735 
182 998 251 376 
183 39 282 207 
184 62 746 527 
185 241 441 534 
186 932 643 746 
187 172 821 8 
188 64 924 956 
189 232 777 727 
190 101 339 653 
191 423 550 455 
192 589 323 654 
193 925 242 937 
194 172 626 754 
195 628 767 658 
196 127 734 551 
197 89 48 473 
198 459 581 396 
199 992 735 833 
200 419 856 762 
201 172 989 232 
202 328 246 869 
203 684 851 983 
204 654 464 833 
205 475 664 150 
206 981 249 79 
207 611 66 581 
208 46 142 635 
209 743 708 396 
210 323 104 651 
211 16 736 448 
212 846 317 680 
213 710 737 357 
214 972 767 908 
215 686 552 390 
216 459 770 609 
217 935 160 176 
218 256 289 789 
219 718 156 572 
220 351 604 778 
221 227 618 527 
222 809 919 427 
223 467 1 765 
224 23 201 250 
225 664 55 675 
226 759 378 915 
227 281 742 676 
228 154 991 822 
229 933 834 765 
230 23 943 994 
231 816 481 878 
232 912 538 294 
233 407 292 839 
234 891 213 698 
235 622 754 67 
236 522 125 120 
237 853 929 637 
238 817 422 76 
239 863 150 763 
240 344 586 711 
241 172 829 281 
242 786 421 986 
243 155 286 853 
244 837 342 197 
245 111 603 181 
246 243 760 884 
247 743 839 484 
248 337 635 605 
249 214 711 162 
250 413 489 268 
251 190 637 959 
252 712 610 544 
253 172 416 129 
254 994 817 682 
255 393 692 481 
256 908 490 397 
257 651 428 659 
258 594 328 990 
259 799 787 424 
