800 
1000 1000 1000  
1 26 38 91 
2 36 53 46 
3 57 64 87 
4 76 60 78 
5 61 37 44 
6 27 29 29 
7 26 89 83 
8 66 83 52 
9 82 70 74 
10 57 33 31 
11 57 55 94 
12 46 59 95 
13 54 57 83 
14 45 57 56 
15 94 47 53 
16 71 60 75 
17 35 71 97 
18 41 80 95 
19 42 80 59 
20 75 35 58 
21 100 58 69 
22 25 46 89 
23 52 63 71 
24 39 86 40 
25 62 33 66 
26 83 58 74 
27 56 44 81 
28 44 84 88 
29 32 80 55 
30 56 83 82 
31 25 57 98 
32 91 41 55 
33 84 95 96 
34 79 78 52 
35 77 95 80 
36 91 88 98 
37 91 71 81 
38 46 78 31 
39 47 30 25 
40 94 46 59 
41 37 99 61 
42 72 69 71 
43 72 92 26 
44 47 44 61 
45 29 39 65 
46 28 74 58 
47 34 95 68 
48 68 98 60 
49 98 73 26 
50 56 89 35 
51 30 90 69 
52 37 82 59 
53 51 37 95 
54 34 50 80 
55 34 92 70 
56 91 69 66 
57 88 33 71 
58 61 68 67 
59 29 83 75 
60 42 49 64 
61 67 38 50 
62 96 65 48 
63 82 65 58 
64 73 81 28 
65 43 88 83 
66 100 62 97 
67 68 38 46 
68 75 61 49 
69 85 56 36 
70 28 76 73 
71 59 35 80 
72 56 51 60 
73 69 35 28 
74 84 78 67 
75 37 50 99 
76 36 25 88 
77 98 93 74 
78 65 55 96 
79 95 50 72 
80 60 71 88 
81 63 80 57 
82 36 59 58 
83 59 48 71 
84 74 79 37 
85 53 99 95 
86 59 38 31 
87 58 56 86 
88 55 99 25 
89 46 25 28 
90 56 38 55 
91 70 89 99 
92 76 92 41 
93 87 53 41 
94 46 33 67 
95 59 87 70 
96 45 76 61 
97 91 82 53 
98 37 53 77 
99 82 52 95 
100 96 63 30 
101 88 98 68 
102 67 77 94 
103 63 83 71 
104 76 31 71 
105 44 62 25 
106 60 66 69 
107 41 58 100 
108 75 94 47 
109 95 65 76 
110 56 68 58 
111 36 52 68 
112 65 60 33 
113 30 97 37 
114 51 63 89 
115 39 59 56 
116 47 76 28 
117 74 51 28 
118 85 75 69 
119 66 72 88 
120 82 71 46 
121 40 46 82 
122 50 54 84 
123 94 73 38 
124 49 81 51 
125 91 47 76 
126 84 51 38 
127 68 31 91 
128 35 96 64 
129 28 86 25 
130 83 72 78 
131 86 73 35 
132 58 39 26 
133 38 95 85 
134 60 86 41 
135 26 48 95 
136 42 97 38 
137 45 52 61 
138 57 70 32 
139 89 63 86 
140 95 85 82 
141 51 100 31 
142 75 26 82 
143 48 97 33 
144 61 59 74 
145 39 44 53 
146 26 56 57 
147 86 39 77 
148 30 89 45 
149 54 30 25 
150 90 31 85 
151 54 36 49 
152 32 39 59 
153 56 93 36 
154 97 59 59 
155 35 55 99 
156 37 40 63 
157 76 40 72 
158 47 37 84 
159 27 28 31 
160 96 97 42 
161 100 56 35 
162 90 35 75 
163 97 96 91 
164 81 32 39 
165 34 84 41 
166 37 85 96 
