3
100 100 100  
1 40 14 25 
2 45 10 30 
3 34 42 40 
4 8 50 15 
5 12 12 34 
6 24 13 49 
7 48 17 3 
8 37 31 11 
9 35 38 40 
10 5 15 23 
11 44 43 7 
12 37 36 47 
13 9 21 21 
14 35 2 7 
15 20 36 27 
16 18 10 18 
17 4 26 7 
18 22 9 3 
19 5 35 30 
20 26 46 35 
21 49 48 2 
22 35 16 30 
23 35 35 2 
24 9 4 32 
25 37 36 39 
26 39 8 21 
27 38 38 31 
28 50 49 50 
29 5 12 45 
30 6 13 49 
31 8 12 21 
32 2 28 10 
33 36 49 33 
34 19 21 31 
35 15 24 30 
36 15 34 42 
37 20 2 19 
38 15 46 31 
39 3 19 38 
40 36 1 44 
41 38 40 21 
42 5 12 15 
43 44 36 5 
44 33 11 18 
45 47 7 18 
46 40 6 20 
47 41 39 12 
48 21 43 47 
49 33 42 50 
50 38 13 30 
51 38 37 37 
52 15 28 48 
53 9 45 28 
54 26 41 1 
55 21 25 34 
56 47 24 38 
57 25 7 20 
58 15 8 41 
59 38 25 22 
60 31 47 22 
61 41 30 7 
62 25 22 44 
63 49 42 42 
64 23 7 5 
65 5 5 7 
66 9 16 11 
67 21 43 37 
68 42 30 2 
69 6 45 50 
70 6 24 32 
71 24 29 10 
72 10 47 42 
73 33 48 33 
74 5 9 9 
75 32 4 48 
76 11 43 6 
77 19 24 28 
78 25 30 16 
79 40 11 18 
80 3 4 28 
81 41 25 33 
82 15 7 39 
83 48 43 31 
84 19 47 13 
85 47 44 23 
86 23 5 28 
87 34 39 46 
88 9 28 14 
89 43 35 13 
90 3 9 41 
91 18 17 23 
92 7 16 36 
93 47 25 21 
94 14 19 44 
95 29 20 6 
96 44 34 3 
97 4 16 13 
98 2 43 48 
99 20 9 6 
100 28 27 44 
101 13 20 24 
102 13 1 7 
103 23 49 16 
104 23 28 49 
105 11 2 20 
106 25 4 11 
107 12 47 18 
108 25 4 20 
109 13 45 22 
110 14 32 42 
111 47 46 48 
112 18 48 38 
113 19 41 16 
114 40 29 38 
115 40 39 20 
116 37 49 50 
117 2 26 17 
118 23 37 20 
119 22 38 20 
120 39 13 31 
121 11 15 46 
122 33 39 27 
123 34 39 43 
124 25 27 40 
125 43 6 4 
126 46 49 38 
127 25 29 24 
128 21 45 39 
129 48 37 3 
130 30 19 22 
131 17 33 14 
132 41 48 33 
133 11 29 50 
134 39 38 6 
135 12 10 13 
136 20 45 28 
137 2 31 36 
138 5 10 13 
139 42 47 18 
140 25 38 40 
141 23 29 10 
142 39 41 36 
143 6 33 31 
144 47 3 44 
145 1 17 50 
146 46 24 8 
147 17 38 44 
148 17 46 26 
149 10 15 8 
150 25 3 27 
151 41 7 22 
152 14 42 45 
153 6 35 48 
154 17 7 36 
155 14 4 4 
156 5 17 17 
157 37 23 19 
158 40 46 23 
159 32 36 40 
160 38 46 5 
161 8 47 19 
162 7 49 17 
163 30 9 48 
164 14 48 10 
165 10 32 31 
166 32 22 2 
167 41 21 23 
168 37 28 4 
169 34 11 3 
170 33 47 10 
171 48 19 4 
172 20 5 41 
173 42 50 15 
174 18 39 28 
175 37 29 23 
176 11 44 38 
177 40 27 30 
178 8 18 2 
179 23 34 5 
180 14 37 45 
181 10 22 3 
182 10 41 21 
183 10 35 44 
184 47 36 35 
185 36 46 25 
186 30 41 16 
187 3 31 36 
188 46 31 8 
189 21 47 4 
190 29 28 30 
191 9 3 31 
192 43 11 33 
193 28 27 49 
194 11 33 42 
195 49 11 25 
196 22 34 46 
197 2 17 29 
198 4 35 44 
199 36 39 2 
200 49 33 10 
201 24 13 44 
202 15 41 1 
203 13 38 20 
204 18 41 27 
205 41 2 49 
206 41 3 43 
207 42 15 49 
208 46 14 31 
209 43 5 20 
210 16 4 26 
211 10 6 28 
212 23 25 50 
213 42 9 11 
214 24 26 34 
215 36 17 15 
216 44 16 41 
217 8 11 25 
218 49 1 49 
219 33 45 23 
220 20 22 28 
221 11 25 27 
222 6 34 7 
223 18 7 17 
224 7 11 27 
225 16 29 18 
226 21 47 43 
227 50 9 40 
228 11 24 5 
229 5 31 29 
230 49 3 19 
231 19 23 27 
232 42 29 33 
233 36 16 10 
234 3 45 16 
235 38 49 42 
236 46 40 10 
237 43 38 16 
238 33 35 4 
239 10 23 40 
240 35 34 27 
241 7 8 46 
242 35 37 12 
243 23 43 31 
244 24 24 46 
245 42 19 13 
246 13 45 1 
247 2 20 42 
248 35 10 40 
249 9 28 33 
250 44 11 48 
251 10 37 20 
252 16 37 7 
253 14 39 24 
254 25 38 27 
255 41 48 20 
256 36 29 15 
257 43 48 13 
258 49 36 28 
259 17 11 13 
260 2 26 4 
261 31 19 19 
262 44 17 12 
263 13 45 23 
264 17 41 3 
265 25 1 15 
266 28 14 5 
267 34 24 50 
268 32 38 35 
269 35 42 5 
270 42 4 29 
271 45 17 32 
272 41 49 36 
273 49 46 42 
274 22 21 3 
275 2 30 24 
276 39 50 25 
277 20 42 1 
278 5 10 27 
279 26 19 44 
280 35 35 43 
281 2 45 44 
282 15 17 40 
283 49 37 40 
284 41 25 17 
285 34 43 42 
286 36 1 15 
287 44 13 28 
288 13 45 18 
289 13 18 35 
290 1 34 39 
291 19 44 36 
292 12 32 4 
293 11 1 11 
294 35 10 8 
295 46 14 40 
296 45 5 1 
297 20 45 28 
298 28 36 38 
299 26 28 9 
300 4 8 17 
301 34 15 19 
302 17 43 32 
303 30 11 10 
304 30 32 35 
305 33 22 41 
306 12 43 15 
307 4 18 42 
308 21 14 23 
309 24 11 40 
310 19 25 19 
311 11 15 38 
312 4 48 44 
313 4 12 47 
314 30 17 16 
315 23 2 28 
316 28 39 43 
317 2 22 32 
318 9 5 17 
319 5 26 5 
320 36 20 24 
321 48 6 47 
322 1 11 43 
323 21 15 13 
324 33 46 40 
325 38 3 3 
326 37 18 8 
327 33 22 47 
328 14 24 26 
329 6 12 40 
330 15 44 12 
331 45 45 15 
