1000 
10 10 10  
1 3 8 9 
2 6 2 5 
3 3 1 9 
4 8 10 3 
5 1 5 2 
6 10 1 4 
7 7 6 2 
8 5 3 2 
9 6 3 2 
10 4 2 10 
11 1 3 1 
12 9 4 8 
13 2 4 8 
14 4 7 6 
15 4 5 6 
16 7 10 2 
17 5 5 10 
18 10 9 9 
19 10 3 9 
20 10 4 10 
21 8 3 2 
22 5 5 1 
23 2 3 4 
24 5 2 1 
25 4 5 10 
26 2 8 2 
27 3 7 7 
28 4 6 1 
29 1 3 1 
30 2 6 6 
31 10 3 2 
32 1 6 10 
33 6 6 1 
34 3 2 5 
35 9 10 1 
36 1 4 7 
37 8 6 2 
38 3 5 8 
39 5 2 3 
40 4 8 10 
41 7 1 8 
42 7 3 6 
43 1 10 9 
44 2 10 5 
45 10 1 6 
46 1 5 2 
47 1 6 6 
48 10 6 6 
49 1 6 10 
50 9 7 7 
51 1 2 2 
52 9 7 8 
53 5 3 4 
54 5 3 10 
55 8 7 8 
56 7 2 10 
57 4 7 2 
58 9 1 8 
59 8 3 8 
60 1 1 4 
61 7 8 4 
62 9 2 2 
63 3 6 3 
64 3 10 1 
65 2 9 3 
66 7 4 4 
67 3 9 3 
68 3 5 7 
69 2 2 7 
70 7 1 2 
71 9 4 4 
72 9 8 6 
73 6 10 3 
74 10 7 3 
75 2 6 6 
76 9 2 8 
77 4 8 3 
78 9 3 8 
79 6 1 10 
80 5 6 5 
81 6 4 10 
82 5 6 2 
83 5 7 6 
84 6 4 3 
85 10 6 9 
86 1 8 4 
87 5 3 7 
88 9 9 9 
89 1 2 5 
90 7 1 1 
91 8 4 6 
92 9 3 7 
93 1 7 7 
94 1 4 9 
95 3 5 10 
96 9 8 3 
97 6 10 10 
98 6 8 10 
99 5 5 5 
100 7 4 5 
101 8 4 1 
102 2 6 6 
103 6 2 2 
104 6 6 5 
105 6 7 3 
106 9 3 3 
107 8 9 2 
108 6 3 7 
109 6 3 4 
110 9 10 10 
111 6 3 6 
112 9 9 6 
113 10 4 8 
114 5 1 10 
115 4 6 2 
116 8 5 8 
117 1 2 2 
118 1 9 6 
119 10 9 10 
120 8 7 3 
121 2 2 10 
122 8 5 5 
123 3 10 2 
124 1 4 1 
125 3 5 8 
126 1 5 8 
127 4 4 5 
128 7 6 5 
129 6 10 1 
130 5 10 9 
131 5 3 1 
132 1 5 8 
133 6 5 8 
134 9 4 2 
135 3 3 1 
136 9 6 4 
137 8 5 3 
138 6 8 6 
139 4 4 5 
140 2 10 6 
141 10 10 7 
142 2 9 1 
143 6 9 7 
144 4 1 3 
145 3 3 2 
146 5 9 8 
147 10 8 8 
148 4 4 6 
149 9 3 9 
150 2 6 10 
151 7 4 7 
152 8 10 8 
153 4 6 6 
154 7 4 6 
155 2 5 7 
156 2 4 7 
157 3 1 1 
158 4 4 6 
159 4 6 8 
160 6 10 8 
161 9 7 4 
162 10 1 9 
163 4 10 6 
164 3 6 1 
165 7 8 3 
166 3 2 7 
167 5 5 7 
168 9 5 7 
169 10 8 4 
170 7 8 2 
171 8 7 8 
172 6 1 7 
173 9 5 7 
174 1 2 3 
175 4 4 3 
176 8 8 5 
177 3 7 7 
178 5 2 6 
179 9 6 1 
180 4 6 7 
181 8 7 1 
182 10 5 8 
183 5 6 10 
184 1 1 10 
185 5 4 2 
186 3 4 4 
187 10 6 2 
188 1 8 1 
189 2 8 2 
190 5 6 7 
191 7 5 8 
192 4 1 3 
193 7 2 6 
194 5 3 9 
195 2 5 10 
196 2 6 3 
197 8 4 6 
198 9 3 10 
199 2 4 4 
200 1 3 7 
201 9 3 4 
202 9 1 7 
203 6 2 1 
204 5 8 10 
205 1 9 2 
206 7 8 9 
207 10 4 8 
208 7 4 10 
209 9 8 2 
210 7 2 8 
211 6 4 3 
212 6 2 3 
213 8 5 6 
214 10 9 8 
215 3 9 4 
