1000 
1000 1000 1000  
1 208 813 894 
2 324 323 740 
3 219 875 115 
4 712 459 28 
5 68 903 884 
6 640 155 263 
7 641 615 438 
8 655 771 463 
9 713 998 66 
10 112 183 755 
11 616 773 806 
12 208 534 710 
13 758 300 531 
14 649 45 302 
15 479 421 274 
16 22 514 646 
17 688 171 154 
18 14 410 158 
19 281 173 521 
20 819 664 314 
21 698 479 152 
22 967 554 632 
23 194 796 104 
24 942 95 477 
25 108 535 794 
26 656 329 824 
27 657 458 433 
28 558 21 50 
29 544 589 663 
30 837 788 923 
31 681 502 133 
32 642 9 21 
33 660 276 702 
34 80 620 775 
35 538 193 167 
36 837 760 819 
37 992 909 542 
38 397 124 977 
39 882 376 300 
40 860 969 395 
41 453 328 473 
42 688 47 103 
43 657 910 433 
44 590 84 131 
45 529 725 601 
46 575 615 89 
47 629 951 131 
48 573 618 504 
49 601 147 540 
50 110 126 946 
51 698 14 187 
52 606 215 195 
53 176 810 208 
54 210 779 231 
55 54 952 434 
56 118 510 538 
57 508 816 653 
58 759 454 866 
59 541 518 718 
60 374 249 63 
61 555 245 583 
62 230 163 690 
63 339 891 826 
64 422 753 987 
65 70 906 97 
66 774 854 863 
67 333 943 413 
68 408 50 491 
69 749 337 318 
70 163 569 839 
71 869 704 507 
72 648 270 418 
73 179 210 649 
74 893 406 101 
75 724 488 430 
76 691 669 17 
77 298 955 466 
78 419 219 877 
79 693 67 875 
80 111 12 688 
81 187 668 348 
82 404 179 821 
83 612 184 89 
84 240 674 311 
85 571 6 895 
86 546 275 308 
87 660 529 954 
88 28 207 667 
89 875 160 650 
90 369 377 373 
91 958 111 328 
92 874 726 799 
93 34 812 716 
94 341 387 705 
95 790 3 260 
96 906 405 589 
97 688 856 771 
98 432 486 1000 
99 566 645 217 
100 589 950 346 
101 901 809 27 
102 892 813 786 
103 144 651 789 
104 139 479 470 
105 175 461 6 
106 224 278 908 
107 183 632 403 
108 548 588 157 
109 651 164 648 
110 161 358 270 
111 726 210 55 
112 718 6 200 
113 275 977 190 
114 916 314 213 
115 355 99 42 
116 667 209 572 
117 171 689 146 
118 615 245 925 
119 361 581 552 
120 354 965 892 
121 656 173 976 
122 91 129 89 
123 551 938 783 
124 176 399 309 
125 932 792 92 
126 745 468 675 
127 322 233 351 
128 930 748 142 
129 476 12 845 
130 928 792 482 
131 592 421 636 
132 593 532 263 
133 539 176 87 
134 736 659 33 
135 438 695 388 
136 967 843 823 
137 398 824 139 
138 269 831 899 
139 806 216 293 
140 789 642 159 
141 360 625 296 
142 185 311 169 
143 822 629 125 
144 313 525 282 
