3
1000 1000 1000
1 382 414 422
2 417 602 518
3 725 635 642
4 345 352 576
5 691 483 694
6 542 411 323
7 743 263 669
8 643 423 384
9 710 490 277
10 512 676 421
11 731 492 272
12 275 282 476
13 714 300 298
14 376 790 423
15 626 396 429
16 249 743 214
17 692 318 560
18 549 727 715
19 460 260 527
20 466 458 227
21 451 560 476
22 378 311 387
23 580 443 340
24 685 390 737
25 617 762 781
26 681 611 748
27 421 538 337
28 291 280 279
29 254 437 574
30 534 232 412
31 496 277 378
32 644 620 224
33 412 329 601
34 750 300 415
35 706 538 693
36 255 438 547
37 301 545 292
38 784 637 368
39 422 666 434
40 515 771 325
41 574 346 310
42 640 257 394
43 624 428 683
44 705 372 648
45 607 626 562
46 721 326 268
47 529 413 660
48 253 469 606
49 781 660 203
50 268 450 287
51 264 452 716
52 697 565 611
53 530 617 273
54 266 638 742
55 683 417 224
56 304 739 398
57 609 409 495
58 539 581 487
59 663 792 687
60 503 698 514
61 567 577 688
62 298 276 327
63 755 654 669
64 287 446 640
65 456 239 374
66 561 755 461
67 481 282 411
68 311 488 268
69 687 665 541
70 468 301 773
71 550 621 313
72 745 299 400
73 419 560 640
74 790 503 618
75 627 228 307
76 674 717 305
77 367 410 776
78 531 203 789
79 410 395 457
80 775 696 378
81 361 620 592
82 378 636 433
83 256 408 483
84 602 491 423
85 240 445 308
86 273 513 207
87 771 531 614
88 413 737 800
89 258 242 304
90 308 706 475
91 459 301 762
92 437 352 200
93 641 595 339
94 319 603 414
95 618 662 695
96 702 484 436
97 479 791 262
98 307 358 693
99 663 771 630
100 719 651 540
101 492 704 495
102 214 269 607
103 224 275 527
104 444 325 231
105 428 717 393
106 648 231 514
107 331 417 371
108 214 410 383
109 753 240 604
110 309 279 212
111 587 786 266
112 295 505 677
113 473 444 661
114 421 800 440
115 304 665 639
116 542 763 202
117 281 278 476
118 682 412 680
119 624 608 468
120 491 443 238
121 789 749 459
122 212 363 365
123 653 293 671
124 488 561 333
125 697 632 734
126 678 573 385
127 495 481 239
128 517 470 641
129 374 278 435
130 694 685 728
131 645 787 519
132 238 491 221
133 668 726 546
134 292 414 516
135 532 447 467
136 722 357 364
137 689 357 732
138 694 632 576
139 524 427 309
140 629 501 432
141 408 698 661
142 510 322 535
143 297 743 598
144 286 627 640
145 452 525 511
146 658 723 373
147 610 548 494
148 225 482 251
149 702 530 351
150 584 362 537
151 471 504 533
152 295 406 609
153 314 765 376
154 557 302 536
155 542 506 657
156 592 573 501
157 621 445 420
158 470 708 585
159 451 640 725
160 743 385 548
161 622 648 573
162 391 407 540
163 298 374 743
164 532 202 799
165 404 336 599
166 674 742 619
167 320 353 365
168 337 253 668
169 552 310 400
170 499 470 241
171 226 262 266
172 366 206 438
173 482 441 782
174 392 291 606
175 213 512 313
176 375 507 565
177 569 517 560
178 269 516 481
179 748 744 210
180 258 675 368
181 502 324 472
182 724 218 521
183 585 320 407
184 553 567 377
185 607 377 783
186 624 361 208
187 673 510 709
188 548 553 750
189 782 799 720
190 758 478 514
191 777 694 407
192 704 393 546
193 603 666 624
194 741 722 359
195 602 524 524
196 739 438 638
197 739 616 623
198 368 228 409
199 277 338 257
200 777 242 433
201 245 395 318
202 540 634 397
203 777 647 575
204 742 302 343
205 217 778 726
206 296 466 563
207 694 690 631
208 637 719 633
209 655 344 362
210 365 306 203
211 491 315 398
212 792 307 762
213 449 449 495
214 659 778 720
215 526 301 751
216 301 635 709
217 600 793 274
218 765 739 757
219 663 302 700
220 333 407 231
221 384 328 413
222 447 482 386
223 509 277 774
224 710 565 309
225 765 309 281
226 771 561 228
227 544 352 727
228 451 489 316
229 283 698 251
230 463 718 763
231 564 352 419
232 381 377 680
233 255 241 767
234 622 444 669
235 687 543 716
236 292 246 800
237 531 598 286
238 305 656 542
239 324 392 382
240 784 642 438
241 387 468 345
242 730 765 276
243 582 584 444
244 537 371 590
245 681 282 532
246 352 224 724
247 779 266 418
248 261 418 580
249 592 424 733
250 569 389 677
251 770 453 718
252 752 587 585
253 514 505 259
254 584 765 216
255 212 689 248
256 533 283 641
257 200 371 422
258 648 616 213
259 287 455 401
260 550 614 332
261 596 301 604
262 315 456 218
263 583 481 519
264 455 327 776
265 672 267 648
266 368 449 553
267 733 511 591
268 249 449 778
269 788 655 599
270 234 761 449
271 312 636 671
272 569 650 696
273 252 512 520
274 222 547 556
275 488 479 677
276 274 295 422
277 274 477 609
278 621 709 742
279 311 317 346
280 410 727 446
281 635 793 326
282 788 424 713
283 227 406 243
284 343 777 629
285 593 723 508
286 612 667 700
287 462 301 491
288 491 433 797
289 457 504 457
290 417 427 522
291 204 372 537
292 579 506 588
293 337 298 686
294 229 704 491
295 212 220 317
296 293 276 357
297 458 583 453
298 437 486 402
299 214 408 703
300 342 221 362
301 224 622 206
302 575 631 497
303 406 676 575
304 372 261 220
305 778 773 527
306 698 339 344
307 436 737 635
308 200 235 254
309 423 708 456
310 341 327 490
311 728 695 290
312 767 312 269
313 736 796 787
314 308 759 341
315 771 480 471
316 519 593 221
317 646 614 741
318 554 266 227
319 274 553 541
320 392 490 715
321 542 637 543
322 255 464 544
323 638 252 586
324 427 216 609
325 603 697 525
326 353 393 317
327 624 297 385
328 703 636 291
329 688 442 453
330 434 650 655
331 312 647 664
332 208 750 641
333 684 497 248
334 417 639 496
335 664 534 352
336 665 590 582
337 671 683 391
338 263 614 676
339 601 333 543
340 786 443 652
341 504 785 561
342 241 267 623
343 382 276 566
344 297 484 536
345 415 667 683
346 450 647 438
347 285 242 733
348 353 717 340
349 436 624 502
350 646 362 411
351 675 212 463
352 296 751 278
353 350 218 397
354 669 761 232
355 396 751 508
356 319 610 303
357 556 239 417
358 276 254 408
359 271 646 485
360 679 538 543
361 304 736 575
362 504 740 468
363 268 559 363
364 593 224 677
365 442 661 663
366 299 493 595
367 622 700 570
368 313 492 647
369 610 523 698
370 512 215 633
371 363 411 719
372 766 423 439
373 222 523 463
374 540 724 396
375 263 532 647
376 698 331 455
377 741 458 382
378 292 716 536
379 561 501 430
380 510 504 211
381 252 300 448
382 731 789 254
383 216 289 538
384 634 627 404
385 758 510 575
386 297 746 551
387 279 346 436
388 686 265 582
389 446 472 211
390 729 614 248
391 675 574 555
392 478 445 255
393 418 324 714
394 736 653 357
395 407 579 590
396 687 446 712
397 621 545 266
398 620 690 416
399 417 425 226
400 492 768 410
401 511 303 383
402 601 620 372
403 210 622 394
404 717 293 632
405 608 585 290
406 367 616 238
407 722 410 789
408 306 230 727
409 639 614 439
410 743 455 252
411 488 203 216
412 698 299 441
413 232 501 553
414 384 696 429
415 450 703 706
416 490 295 276
417 630 242 320
418 302 222 681
419 632 318 760
420 712 473 468
421 239 718 320
422 272 556 721
423 570 776 594
424 739 261 496
425 592 658 257
426 564 538 544
427 774 738 726
428 308 741 485
429 251 209 759
430 205 461 481
431 499 792 246
432 290 260 242
433 397 289 773
434 427 302 210
435 764 214 648
436 725 227 727
437 602 742 618
438 445 511 695
439 791 526 700
440 266 329 703
441 783 676 393
442 603 235 263
443 406 462 406
444 531 649 487
445 349 320 399
446 679 726 440
447 721 397 463
448 697 569 724
449 361 563 332
450 442 459 381
451 278 436 604
452 465 607 641
453 589 562 488
454 355 607 568
455 642 240 581
456 515 208 723
457 328 698 595
458 535 251 396
459 572 338 753
460 225 663 523
461 287 447 306
462 549 794 352
463 407 348 516
464 216 311 684
465 617 588 388
466 456 386 774
467 387 729 356
468 666 726 539
469 557 675 361
470 248 307 236
471 586 415 247
472 660 543 796
473 632 562 620
474 654 228 301
475 725 504 221
476 556 629 302
477 426 684 669
478 457 789 384
479 483 366 331
480 232 239 489
481 629 749 566
482 582 414 276
483 677 449 792
484 651 779 757
485 578 451 579
486 260 244 477
487 684 586 405
488 637 279 734
489 657 679 435
490 227 389 476
491 381 785 357
492 800 224 773
493 380 202 252
494 601 369 338
495 345 647 462
496 322 416 584
497 230 569 442
498 748 728 421
499 232 705 512
500 619 357 792
501 336 465 785
502 594 234 457
503 400 556 546
504 585 600 560
505 426 251 327
506 431 268 302
507 223 759 440
508 585 427 221
509 391 244 416
510 411 411 269
511 648 348 243
512 640 619 491
513 546 493 778
514 239 453 693
515 519 369 611
516 279 689 702
517 385 576 656
518 218 639 470
519 654 661 295
520 518 375 400
521 703 587 626
522 637 690 693
523 265 466 278
524 258 389 251
525 737 450 407
526 386 450 577
527 392 430 649
528 696 712 600
529 452 741 297
530 450 507 537
531 494 500 363
532 221 571 467
533 744 283 470
534 652 205 274
535 780 726 536
536 358 635 228
537 689 629 440
538 705 370 214
539 430 721 739
540 606 208 466
541 620 748 557
542 319 338 395
543 501 561 368
544 681 266 244
545 565 669 799
546 537 785 509
547 330 555 399
548 712 375 764
549 508 255 297
550 436 598 769
551 509 570 799
552 209 458 482
553 769 381 510
554 706 486 611
555 315 714 316
556 220 799 489
557 586 777 640
558 260 471 537
559 417 641 780
560 362 754 307
561 643 606 580
562 299 380 283
563 545 337 545
564 367 602 742
565 541 444 396
566 667 506 380
567 345 791 355
568 772 510 568
569 667 224 743
570 573 680 452
571 734 295 789
572 266 564 450
573 490 446 258
574 383 544 596
575 596 484 503
576 382 258 568
577 656 516 420
578 574 281 363
579 211 536 638
580 641 779 640
581 291 575 690
582 328 396 348
583 396 644 476
584 679 646 546
585 302 200 422
586 341 473 611
587 791 339 746
588 343 407 382
589 693 370 761
590 790 706 701
591 316 421 595
592 587 281 524
593 770 546 687
594 383 762 594
595 485 469 791
596 315 375 531
597 685 278 280
598 386 575 607
599 367 446 359
600 229 600 549
601 630 280 341
602 505 394 724
603 457 694 305
604 297 747 513
605 315 222 450
606 315 287 292
