3
1000 1000 1000
1 425 410 558
2 591 699 517
3 780 593 262
4 698 208 330
5 413 432 762
6 443 600 730
7 654 646 579
8 358 545 246
9 487 510 731
10 567 645 647
11 574 408 683
12 513 626 702
13 243 504 352
14 518 220 215
15 538 620 225
16 369 373 499
17 486 455 365
18 642 226 736
19 352 422 310
20 398 630 224
21 436 493 648
22 786 727 412
23 473 281 319
24 208 658 320
25 431 639 551
26 798 673 244
27 415 542 222
28 453 423 693
29 557 661 642
30 285 589 352
31 217 774 324
32 772 700 638
33 208 787 555
34 498 537 585
35 445 418 610
36 775 313 650
37 338 305 556
38 560 681 799
39 617 509 447
40 617 289 527
41 527 491 800
42 665 705 557
43 404 355 215
44 277 223 471
45 421 716 487
46 263 784 640
47 761 267 211
48 738 650 523
49 375 397 550
50 270 273 410
51 755 206 681
52 324 762 371
53 298 681 235
54 745 473 647
55 242 259 500
56 512 366 734
57 774 239 400
58 482 306 488
59 633 213 648
60 700 431 434
61 287 446 685
62 411 495 570
63 745 248 255
64 416 648 778
65 362 772 270
66 469 778 463
67 312 658 316
68 572 230 783
69 464 390 719
70 666 627 315
71 470 325 524
72 776 615 790
73 324 702 324
74 727 361 796
75 588 614 456
76 573 547 273
77 697 765 651
78 319 635 668
79 488 713 352
80 763 654 455
81 624 705 224
82 529 574 463
83 684 521 437
84 469 747 604
85 538 780 509
86 661 620 380
87 505 756 250
88 799 775 495
89 335 605 579
90 334 699 759
91 730 795 426
92 367 489 773
93 235 439 708
94 275 408 756
95 487 232 386
96 599 727 320
97 577 358 625
98 677 739 234
99 492 759 623
100 441 284 556
101 423 771 330
102 245 694 735
103 556 202 485
104 782 514 780
105 203 338 373
106 397 741 677
107 780 546 305
108 554 318 626
109 527 481 788
110 799 298 690
111 436 439 632
112 580 654 688
113 594 556 473
114 711 743 681
115 571 261 755
116 777 382 591
117 216 419 230
118 341 470 350
119 427 440 710
120 436 527 573
121 499 668 396
122 545 678 483
123 261 528 754
124 693 606 489
125 386 556 212
126 745 684 532
127 266 303 504
128 472 440 644
129 361 689 633
130 358 306 696
131 672 369 522
132 495 528 224
133 442 753 347
134 322 523 784
135 716 571 443
136 405 528 270
137 712 704 686
138 473 467 738
139 713 611 570
140 220 403 251
141 391 576 486
142 273 409 772
143 438 204 337
144 366 266 570
145 621 321 496
146 754 705 751
147 711 526 608
148 421 383 408
149 765 595 573
150 484 330 577
151 483 355 400
152 494 392 329
153 798 537 247
154 329 662 345
155 457 554 660
156 246 798 288
157 600 600 610
158 650 399 749
159 390 300 437
